,race_type,course_len,ground_state,class,avg_frame,avg_horse,total_top3,frame_1_top3,frame_2_top3,frame_3_top3,frame_4_top3,frame_5_top3,frame_6_top3,frame_7_top3,frame_8_top3,horse_1_top3,horse_2_top3,horse_3_top3,horse_4_top3,horse_5_top3,horse_6_top3,horse_7_top3,horse_8_top3,horse_9_top3,horse_10_top3,horse_11_top3,horse_12_top3,horse_13_top3,horse_14_top3,horse_15_top3,horse_16_top3,horse_17_top3,horse_18_top3
0,芝,1200,全,all,4.29,6.92,90,14,10,10,16,10,9,14,7,6,12,6,6,9,4,7,9,7,4,5,6,2,3,1,3,0,0
1,芝,1200,良,all,4.43,7.01,69,8,9,8,12,7,8,11,6,3,8,6,6,8,2,6,5,6,2,5,6,1,2,1,2,0,0
2,芝,1200,稍重,all,3.22,6.0,9,3,0,2,2,1,0,1,0,1,2,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
3,芝,1200,重,all,5.0,9.67,6,1,0,0,1,2,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0
4,芝,1200,不良,all,3.5,4.5,6,2,1,0,1,0,1,1,0,1,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
5,芝,1200,全,未勝利,3.75,6.5,12,3,0,3,1,2,2,1,0,1,2,0,1,2,1,0,0,1,1,2,1,0,0,0,0,0,0
6,芝,1200,良,未勝利,4.0,6.78,9,2,0,2,1,1,2,1,0,1,1,0,1,1,1,0,0,1,0,2,1,0,0,0,0,0,0
7,芝,1200,稍重,未勝利,3.0,5.67,3,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8,芝,1200,重,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,芝,1200,不良,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,芝,1200,全,新馬,5.0,5.33,6,0,2,0,0,1,1,1,1,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
11,芝,1200,良,新馬,5.0,5.33,3,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
12,芝,1200,稍重,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,芝,1200,重,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,芝,1200,不良,新馬,5.0,5.33,3,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15,芝,1200,全,1勝クラス,4.57,6.86,21,4,1,1,5,1,3,4,2,2,2,1,3,1,1,1,2,3,0,2,2,0,0,0,1,0,0
16,芝,1200,良,1勝クラス,5.0,7.39,18,2,1,1,4,1,3,4,2,1,1,1,3,1,1,1,1,3,0,2,2,0,0,0,1,0,0
17,芝,1200,稍重,1勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,芝,1200,重,1勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,芝,1200,不良,1勝クラス,2.0,3.67,3,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,芝,1200,全,2勝クラス,4.0,6.17,18,2,4,2,3,3,0,3,1,2,2,2,0,3,0,3,2,0,1,0,2,1,0,0,0,0,0
21,芝,1200,良,2勝クラス,4.17,5.92,12,0,4,2,1,2,0,2,1,0,2,2,0,3,0,2,1,0,0,0,2,0,0,0,0,0,0
22,芝,1200,稍重,2勝クラス,4.0,7.0,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
23,芝,1200,重,2勝クラス,3.33,6.33,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
24,芝,1200,不良,2勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,芝,1200,全,3勝クラス,3.58,6.75,12,1,3,2,3,2,0,0,1,0,1,2,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0
26,芝,1200,良,3勝クラス,3.89,7.22,9,0,3,1,2,2,0,0,1,0,0,2,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0
27,芝,1200,稍重,3勝クラス,2.67,5.33,3,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
28,芝,1200,重,3勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,芝,1200,不良,3勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,芝,1200,全,オープン,4.76,8.43,21,4,0,2,4,1,3,5,2,1,3,1,1,1,0,2,2,1,1,1,1,1,3,1,1,0,0
31,芝,1200,良,オープン,4.44,7.67,18,4,0,2,4,0,3,4,1,1,3,1,1,1,0,2,2,0,1,1,1,1,2,1,0,0,0
