,2020105243
peds_0,ベストウォーリア
peds_1,セイラ
peds_2,マジェスティックウォリアー Majestic Warrior(米)
peds_3,フラーテイシャスミス
peds_4,スパイキュール
peds_5,ナックオフィス
peds_6,A.P. Indy
peds_7,Dream Supreme
peds_8,Mr. Greeley
peds_9,Seductive Smile
peds_10,サンデーサイレンス Sunday Silence(米)
peds_11,クラフテイワイフ Crafty Wife(米)
peds_12,ジェネラス Generous(愛)
peds_13,ワールドマドンナ
peds_14,Seattle Slew
peds_15,Weekend Surprise
peds_16,Seeking the Gold
peds_17,Spinning Round
peds_18,Gone West
peds_19,Long Legend
peds_20,Silver Hawk
peds_21,Exit Smiling
peds_22,Halo
peds_23,Wishing Well
peds_24,Crafty Prospector
peds_25,Wife Mistress
peds_26,Caerleon
peds_27,Doff the Derby
peds_28,サンプリンス
peds_29,マリーオーギ
peds_30,Bold Reasoning
peds_31,My Charmer
peds_32,Secretariat
peds_33,Lassie Dear
peds_34,Mr. Prospector
peds_35,Con Game
peds_36,Dixieland Band
peds_37,Take Heart
peds_38,Mr. Prospector
peds_39,Secrettame
peds_40,Reviewer
peds_41,Lianga
peds_42,Roberto
peds_43,Gris Vitesse
peds_44,Stage Door Johnny
peds_45,Chandelier
peds_46,Hail to Reason
peds_47,Cosmah
peds_48,Understanding
peds_49,Mountain Flower
peds_50,Mr. Prospector
peds_51,Real Crafty Lady
peds_52,Secretariat
peds_53,Political Payoff
peds_54,Nijinsky
peds_55,Foreseer
peds_56,Master Derby
peds_57,Margarethen
peds_58,Princely Gift
peds_59,Costa Sola
peds_60,ダンディルート
peds_61,アコメオーギ
