,2019106669
peds_0,アドマイヤムーン
peds_1,アンティフリーズ
peds_2,エンドスウィープ End Sweep(米)
peds_3,マイケイティーズ
peds_4,タップダンスシチー
peds_5,シルバートレイン
peds_6,フォーティナイナー Forty Niner(米)
peds_7,Broom Dance
peds_8,サンデーサイレンス Sunday Silence(米)
peds_9,ケイティーズファースト Katies First(米)
peds_10,Pleasant Tap
peds_11,All Dance
peds_12,シングスピール Singspiel(愛)
peds_13,シルバーレーン Silver Lane(米)
peds_14,Mr. Prospector
peds_15,File
peds_16,Dance Spell
peds_17,Witching Hour
peds_18,Halo
peds_19,Wishing Well
peds_20,Kris
peds_21,Katies
peds_22,Pleasant Colony
peds_23,Never Knock
peds_24,Northern Dancer
peds_25,All Rainbows
peds_26,In the Wings
peds_27,Glorious Song
peds_28,Silver Hawk
peds_29,Strait Lane
peds_30,Raise a Native
peds_31,Gold Digger
peds_32,Tom Rolfe
peds_33,Continue
peds_34,Northern Dancer
peds_35,Obeah
peds_36,Thinking Cap
peds_37,Enchanted Eve
peds_38,Hail to Reason
peds_39,Cosmah
peds_40,Understanding
peds_41,Mountain Flower
peds_42,Sharpen Up
peds_43,Doubly Sure
peds_44,ノノアルコ
peds_45,Mortefontaine
peds_46,His Majesty
peds_47,Sun Colony
peds_48,Stage Door Johnny
peds_49,Never Hula
peds_50,Nearctic
peds_51,Natalma
peds_52,Bold Hour
peds_53,Miss Carmie
peds_54,Sadler's Wells
peds_55,High Hawk
peds_56,Halo
peds_57,Ballade
peds_58,Roberto
peds_59,Gris Vitesse
peds_60,Chieftain
peds_61,Level Sands
