,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,シュクルリー,牝2,55.0,富田,平田,426(0),栗東,2023103874,01168,ミスチヴィアスアレックス,フレンチトースト,フレンチデピュティ,0.3993558377569938,1
1,1,2,フルーツベイビー,牝2,55.0,国分優,畑端,472(0),栗東,2023101884,01125,ダノンプレミアム,キーポケット,デヒア,-1.0174165671912294,7
2,2,3,サンライズハンター,牡2,56.0,田口,浜田,456(0),栗東,2023106551,01208,ミスチヴィアスアレックス,レインボーローズ,アグネスタキオン,-0.32293066497897027,5
3,2,4,ソルオーブ,牡2,56.0,ジェルー,小栗,450(0),栗東,2023100133,05680,ディスクリートキャット,レディナデシコ,ワイルドラッシュ,-2.9807898742821486,16
4,3,5,ドリームゴーズオン,牡2,53.0,▲田山,高橋亮,516(0),栗東,2023102898,01220,マクフィ,キープオンゴーイン,ディープインパクト,-1.4594502691738338,8
5,3,6,テリオスリコ,牝2,55.0,和田竜,松下,446(0),栗東,2023101796,01018,ルーラーシップ,ブライトロージー,ハーツクライ,-2.289042688960061,13
6,4,7,メイショウイッカク,牡2,56.0,斎藤,池添,478(0),栗東,2023102242,01178,ドレフォン,メイショウショウブ,ダイワメジャー,-1.8605693923479392,11
7,4,8,モズノシアワセ,牝2,55.0,菱田,森田,450(0),栗東,2023105743,01144,モズアスコット,モズアリュール,ゴールドアリュール,0.18008955213056393,3
8,5,9,マリリンバローズ,牝2,55.0,吉村,佐藤悠,468(0),栗東,2023105466,01216,ナダル,フェアリーバローズ,ロードカナロア,-2.102274226425921,12
9,5,10,シャインゴーツ,牡2,56.0,亀田,北出,450(0),栗東,2023102643,01176,アルアイン,プリンセスカナ,ワイルドラッシュ,-2.296869029363203,14
10,6,11,ロマンズロック,牡2,56.0,岩田康,中竹,468(0),栗東,2023102657,05203,バンブーエール,ヴィダロマンティカ,リアルインパクト,-1.5347814577606411,10
11,6,12,シビルガード,牡2,56.0,藤懸,庄野,466(0),栗東,2023100982,01138,フォーウィールドライブ,アリエスムーン,アドマイヤムーン,0.12587930317884485,4
12,7,13,リリークリスタル,牝2,52.0,▲川端,緒方,472(0),栗東,2023105699,01195,クリソベリル,ワンサイドゲーム,ウォーエンブレム,-0.45478873600303493,6
13,7,14,マルシュボヌール,牝2,55.0,高杉,矢作,402(0),栗東,2023107245,01213,ドレフォン,マルシュロレーヌ,オルフェーヴル,-2.486133758625455,15
14,8,15,ビサイレント,牝2,55.0,岩田望,畑端,454(0),栗東,2023105704,01174,アメリカンペイトリオット,エピックポエトリー,ハーツクライ,-1.5055083561792428,9
15,8,16,トウカイツバキ,牝2,55.0,酒井,北出,412(0),栗東,2023105482,01034,ブリックスアンドモルタル,トウカイレーヌ,ディープインパクト,0.22075597693486895,2
