,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,course_len,weather,race_type,ground_state,date,class,horse_id,jockey_id,通過,上り
202408010101,1,8,15,セレブレイトエール,牡3,57.0,坂井瑠星,0:1:55.4,nan,2.6,1.0,522,[西] 大久保龍,1800,晴,ダート,良,2024年01月06日,未勝利,2021104109,01163,2-2-2-2,39.4
202408010101,2,2,3,カフジテルビウム,牡3,57.0,長岡禎仁,0:1:55.9,3,14.7,5.0,464,[西] 杉山佳明,1800,晴,ダート,良,2024年01月06日,未勝利,2021102150,01142,3-2-3-3,39.8
202408010101,3,3,6,ルージュシュエット,牝3,55.0,鮫島克駿,0:1:55.9,アタマ,32.3,9.0,442,[西] 矢作芳人,1800,晴,ダート,良,2024年01月06日,未勝利,2021105640,01157,1-1-1-1,40.0
202408010101,4,8,16,ヤマニンアラクリア,牡3,57.0,田中健,0:1:56.2,1.3/4,19.3,7.0,480,[西] 中村直也,1800,晴,ダート,良,2024年01月06日,未勝利,2021100284,01114,3-4-3-3,39.9
202408010101,5,7,14,アメリカンチーフ,牡3,57.0,松若風馬,0:1:56.2,クビ,5.0,2.0,468,[西] 音無秀孝,1800,晴,ダート,良,2024年01月06日,未勝利,2021110123,01154,6-6-5-5,39.8
202408010101,6,5,9,メイショウアラセツ,牡3,57.0,北村友一,0:1:56.3,1/2,15.0,6.0,530,[西] 飯田祐史,1800,晴,ダート,良,2024年01月06日,未勝利,2021102836,01102,11-10-10-9,39.4
202408010101,7,5,10,メイショウムカバキ,牡3,56.0,角田大河,0:1:56.4,1/2,7.9,4.0,506,[西] 本田優,1800,晴,ダート,良,2024年01月06日,未勝利,2021100741,01199,3-4-5-5,40.0
202408010101,8,3,5,フォートポータル,セ3,57.0,国分優作,0:1:56.5,1/2,32.9,10.0,468,[西] 吉岡辰弥,1800,晴,ダート,良,2024年01月06日,未勝利,2021103251,01125,9-8-8-8,39.9
202408010101,9,7,13,メイショウマツリ,牡3,54.0,永島まな,0:1:56.6,1/2,19.8,8.0,496,[西] 松永幹夫,1800,晴,ダート,良,2024年01月06日,未勝利,2021103270,01187,14-14-13-14,38.8
202408010101,10,1,2,ヤルキゲンキフトシ,牡3,57.0,小牧太,0:1:56.6,ハナ,256.7,14.0,492,[西] 笹田和秀,1800,晴,ダート,良,2024年01月06日,未勝利,2021103972,00894,7-6-5-5,40.2
202408010101,11,6,11,カレンワッツアップ,牡3,57.0,古川吉洋,0:1:56.6,クビ,70.6,13.0,480,[西] 小林真也,1800,晴,ダート,良,2024年01月06日,未勝利,2021104321,01015,16-16-15-13,38.6
202408010101,12,6,12,スターチスブーケ,牝3,55.0,岩田望来,0:1:56.8,3/4,5.0,3.0,498,[西] 清水久詞,1800,晴,ダート,良,2024年01月06日,未勝利,2021110075,01174,11-10-10-9,39.9
202408010101,13,4,8,ソニック,牡3,57.0,斎藤新,0:1:56.8,ハナ,69.6,12.0,496,[西] 浜田多実,1800,晴,ダート,良,2024年01月06日,未勝利,2021106754,01178,10-10-12-12,39.6
202408010101,14,2,4,メネラオス,牡3,57.0,ルメート,0:1:58.3,9,66.5,11.0,552,[西] 奥村豊,1800,晴,ダート,良,2024年01月06日,未勝利,2021105840,05659,7-8-8-9,41.6
202408010101,15,1,1,オスピタリテ,牝3,54.0,小沢大仁,0:1:59.2,5,553.9,16.0,462,[西] 森田直行,1800,晴,ダート,良,2024年01月06日,未勝利,2021101723,01185,15-15-16-16,41.1
202408010101,16,4,7,タイセイサクシード,牡3,57.0,菱田裕二,0:1:59.3,1/2,334.0,15.0,502,[西] 森田直行,1800,晴,ダート,良,2024年01月06日,未勝利,2021103496,01144,13-13-13-15,41.5
