,race_type,course_len,ground_state,class,avg_frame,avg_horse,total_top3,frame_1_top3,frame_2_top3,frame_3_top3,frame_4_top3,frame_5_top3,frame_6_top3,frame_7_top3,frame_8_top3,horse_1_top3,horse_2_top3,horse_3_top3,horse_4_top3,horse_5_top3,horse_6_top3,horse_7_top3,horse_8_top3,horse_9_top3,horse_10_top3,horse_11_top3,horse_12_top3,horse_13_top3,horse_14_top3,horse_15_top3,horse_16_top3,horse_17_top3,horse_18_top3
0,芝,1200,全,all,4.11,5.93,75,11,8,13,9,14,9,6,5,9,7,8,7,6,7,3,8,8,4,2,3,1,1,0,1,0,0
1,芝,1200,良,all,4.26,6.33,57,8,5,9,7,11,8,5,4,7,3,5,6,4,6,3,7,5,3,2,3,1,1,0,1,0,0
2,芝,1200,稍重,all,3.61,4.67,18,3,3,4,2,3,1,1,1,2,4,3,1,2,1,0,1,3,1,0,0,0,0,0,0,0,0
3,芝,1200,重,all,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,芝,1200,不良,all,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,芝,1200,全,未勝利,3.58,4.83,12,3,2,2,0,2,1,2,0,3,1,2,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0
6,芝,1200,良,未勝利,3.58,4.83,12,3,2,2,0,2,1,2,0,3,1,2,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0
7,芝,1200,稍重,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,芝,1200,重,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,芝,1200,不良,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,芝,1200,全,新馬,3.75,3.92,12,2,2,2,1,2,2,1,0,2,2,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0
11,芝,1200,良,新馬,4.17,4.17,6,1,0,1,1,1,2,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
12,芝,1200,稍重,新馬,3.33,3.67,6,1,2,1,0,1,0,1,0,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
13,芝,1200,重,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,芝,1200,不良,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,芝,1200,全,1勝クラス,4.87,6.53,15,1,1,3,2,1,3,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0
16,芝,1200,良,1勝クラス,5.22,7.89,9,1,0,1,1,1,2,2,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0
17,芝,1200,稍重,1勝クラス,4.33,4.5,6,0,1,2,1,0,1,0,1,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
18,芝,1200,重,1勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,芝,1200,不良,1勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,芝,1200,全,2勝クラス,4.2,6.67,15,2,1,2,3,4,1,1,1,2,1,0,1,1,3,1,2,2,0,0,1,0,0,0,1,0,0
21,芝,1200,良,2勝クラス,4.2,6.67,15,2,1,2,3,4,1,1,1,2,1,0,1,1,3,1,2,2,0,0,1,0,0,0,1,0,0
22,芝,1200,稍重,2勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,芝,1200,重,2勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,芝,1200,不良,2勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,芝,1200,全,3勝クラス,3.75,7.08,12,1,2,2,2,4,1,0,0,0,1,1,1,1,1,0,2,3,1,0,1,0,0,0,0,0,0
26,芝,1200,良,3勝クラス,3.44,6.44,9,1,2,2,1,2,1,0,0,0,1,1,1,1,1,0,1,2,0,0,1,0,0,0,0,0,0
27,芝,1200,稍重,3勝クラス,4.67,9.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
28,芝,1200,重,3勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,芝,1200,不良,3勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,芝,1200,全,オープン,4.33,6.33,9,2,0,2,1,1,1,0,2,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0
