index,着順,race_type,course_len,ground_state,class,peds_0,peds_1,peds_2,peds_3,peds_4,peds_5,peds_6,peds_7,peds_8,peds_9,peds_10,peds_11,peds_12,peds_13,peds_14,peds_15,peds_16,peds_17,peds_18,peds_19,peds_20,peds_21,peds_22,peds_23,peds_24,peds_25,peds_26,peds_27,peds_28,peds_29,peds_30,peds_31,peds_32,peds_33,peds_34,peds_35,peds_36,peds_37,peds_38,peds_39,peds_40,peds_41,peds_42,peds_43,peds_44,peds_45,peds_46,peds_47,peds_48,peds_49,peds_50,peds_51,peds_52,peds_53,peds_54,peds_55,peds_56,peds_57,peds_58,peds_59,peds_60,peds_61
202404010101,1,障害,2890,良,未勝利,ルーラーシップ,カラフルブラッサム,キングカメハメハ,エアグルーヴ,ハーツクライ,トロピカルブラッサム,Kingmambo,マンファス,トニービン,ダイナカール,サンデーサイレンス,アイリッシュダンス,サンダーガルチ,Barbara Sue,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,カンパラ,Severn Bridge,ノーザンテースト,シャダイフェザー,Halo,Wishing Well,トニービン,ビューパーダンス,Gulch,Line of Thunder,Big Spruce,Maytide,Raise a Native,Gold Digger,Nureyev,Pasadoble,トライマイベスト,Mill Princess,Blakeney,The Dancer,Kalamoun,State Pension,Hornbeam,Priddy Fair,Northern Dancer,Lady Victoria,ガーサント,パロクサイド,Hail to Reason,Cosmah,Understanding,Mountain Flower,カンパラ,Severn Bridge,Lyphard,My Bupers,Mr. Prospector,Jameela,Storm Bird,Shoot a Line,Herbager,Silver Sari,Naskra,Melody Tree
202404010101,2,障害,2890,良,未勝利,ビッグアーサー,シゲルオワリ,サクラバクシンオー,シヤボナ,ファスリエフ,イズミバード,サクラユタカオー,サクラハゴロモ,Kingmambo,Relish,Nureyev,Mr. P's Princess,サンデーサイレンス,ロジータ,テスコボーイ,アンジェリカ,ノーザンテースト,クリアアンバー,Mr. Prospector,Miesque,Sadler's Wells,Reloy,Northern Dancer,Special,Mr. Prospector,Anne Campbell,Halo,Wishing Well,ミルジョージ,メロウマダング,Princely Gift,Suncourt,ネヴァービート,スターハイネス,Northern Dancer,Lady Victoria,Ambiopoise,One Clear Call,Raise a Native,Gold Digger,Nureyev,Pasadoble,Northern Dancer,Fairy Bridge,Liloy,Rescousse,Nearctic,Natalma,Forli,Thong,Raise a Native,Gold Digger,Never Bend,Repercussion,Hail to Reason,Cosmah,Understanding,Mountain Flower,Mill Reef,Miss Charisma,マダング,スピードキヨフジ
202404010101,3,障害,2890,良,未勝利,グラスワンダー,チアフルスマイル,Silver Hawk,Ameriflora,サンデーサイレンス,ゴールデンカラーズ,Roberto,Gris Vitesse,Danzig,Graceful Touch,Halo,Wishing Well,Mr. Prospector,Winning Colors,Hail to Reason,Bramalea,Amerigo,Matchiche,Northern Dancer,Pas de Nom,His Majesty,Pi Phi Gal,Hail to Reason,Cosmah,Understanding,Mountain Flower,Raise a Native,Gold Digger,Caro,All Rainbows,Turn-to,Nothirdchance,Nashua,Rarelea,Nearco,Sanlinea,Mat de Cocagne,Chimere Fabuleuse,Nearctic,Natalma,Admiral's Voyage,Petitioner,Ribot,Flower Bowl,Raise a Native,Soaring,Turn-to,Nothirdchance,Cosmic Bomb,Almahmoud,Promised Land,Pretty Ways,Montparnasse,Edelweiss,Native Dancer,Raise You,Nashua,Sequence,フォルティノ,Chambord,Bold Hour,Miss Carmie
202404010101,4,障害,2890,良,未勝利,キタサンブラック,パーリーアヴェニュー,ブラックタイド,シュガーハート,Anabaa,Pearly Shells,サンデーサイレンス,ウインドインハーヘア,サクラバクシンオー,オトメゴコロ,Danzig,Balbonella,Efisio,Piffle,Halo,Wishing Well,Alzao,Burghclere,サクラユタカオー,サクラハゴロモ,ジャッジアンジェルーチ,テイズリー,Northern Dancer,Pas de Nom,ゲイメセン,Bamieres,Formidable,Eldoret,Shirley Heights,Fiddle-Faddle,Hail to Reason,Cosmah,Understanding,Mountain Flower,Lyphard,Lady Rebecca,Busted,Highclere,テスコボーイ,アンジェリカ,ノーザンテースト,クリアアンバー,Honest Pleasure,Victorian Queen,Lyphard,Tizna,Nearctic,Natalma,Admiral's Voyage,Petitioner,Vaguely Noble,Gay Missile,Riverman,Bergamasque,Forli,Native Partner,High Top,Bamburi,Mill Reef,Hardiemma,Silly Season,Fiddlededee
202404010101,5,障害,2890,良,未勝利,ブラックタイド,ラリズ,サンデーサイレンス,ウインドインハーヘア,Bernstein,La Marlene,Halo,Wishing Well,Alzao,Burghclere,Storm Cat,La Affirmed,Rainbow Corner,La Cardinale,Hail to Reason,Cosmah,Understanding,Mountain Flower,Lyphard,Lady Rebecca,Busted,Highclere,Storm Bird,Terlingua,Affirmed,La Mesa,Rainbow Quest,Kingscote,サザンヘイロー,La Bozan,Turn-to,Nothirdchance,Cosmic Bomb,Almahmoud,Promised Land,Pretty Ways,Montparnasse,Edelweiss,Northern Dancer,Goofed,Sir Ivor,Pocahontas,Crepello,Sans le Sou,Queen's Hussar,Highlight,Northern Dancer,South Ocean,Secretariat,Crimson Saint,Exclusive Native,Won't Tell You,Round Table,Finance,Blushing Groom,I Will Follow,Kings Lake,Bold Fantasy,Halo,Northern Sea,Good Manners,Mado
202404010101,6,障害,2890,良,未勝利,ゴールドシップ,トウホクビジン,ステイゴールド,ポイントフラッグ,スマートボーイ,ミリョク,サンデーサイレンス,ゴールデンサッシュ,メジロマックイーン,パストラリズム,アサティス,アンラブル,Riverman,ゴールデントレジャリー,Halo,Wishing Well,ディクタス,ダイナサッシュ,メジロティターン,メジロオーロラ,プルラリズム,トクノエイティー,Topsider,Secret Asset,ノーリュート,アラート,Never Bend,River Lady,Lyphard,Belle Pensee,Hail to Reason,Cosmah,Understanding,Mountain Flower,Sanctus,Doronic,ノーザンテースト,ロイヤルサッシュ,メジロアサマ,シエリル,リマンド,メジロアイリス,The Minstrel,Cambretta,トライバルチーフ,アイアンルビー,Northern Dancer,Drumtop,Graustark,Numbered Account,Luthier,Prudent Miss,ノーザンディクテイター,クイングランド,Nasrullah,Lalun,Prince John,Nile Lily,Northern Dancer,Goofed,Ribot,Solid Thought
202404010101,7,障害,2890,良,未勝利,エイシンフラッシュ,コマンドゥールキイ,キングズベスト,ムーンレディ,フジキセキ,ジェネロジー,Kingmambo,Allegretta,プラティニ,Midnight Fever,サンデーサイレンス,ミルレーサー,ジェイドロバリー,キンスフォーク,Mr. Prospector,Miesque,Lombard,Anatevka,Surumu,Prairie Darling,Sure Blade,Majoritat,Halo,Wishing Well,Le Fabuleux,Marston's Mill,Mr. Prospector,Number,Distant Relative,Six Nations,Raise a Native,Gold Digger,Nureyev,Pasadoble,Agio,Promised Lady,Espresso,Almyra,Literat,Surama,Stanford,Prairie Belle,Kris,Double Lock,Konigsstuhl,Monacchia,Hail to Reason,Cosmah,Understanding,Mountain Flower,Wild Risk,Anguar,In Reality,Millicent,Raise a Native,Gold Digger,Nijinsky,Special,Habitat,Royal Sister,Danzig,Six Crowns
202404010101,8,障害,2890,良,未勝利,キタサンブラック,エンジェリックレイ,ブラックタイド,シュガーハート,ダイワメジャー,レディバラード,サンデーサイレンス,ウインドインハーヘア,サクラバクシンオー,オトメゴコロ,サンデーサイレンス,スカーレットブーケ,Unbridled,Angelic Song,Halo,Wishing Well,Alzao,Burghclere,サクラユタカオー,サクラハゴロモ,ジャッジアンジェルーチ,テイズリー,Halo,Wishing Well,ノーザンテースト,スカーレットインク,Fappiano,Gana Facil,Halo,Ballade,Hail to Reason,Cosmah,Understanding,Mountain Flower,Lyphard,Lady Rebecca,Busted,Highclere,テスコボーイ,アンジェリカ,ノーザンテースト,クリアアンバー,Honest Pleasure,Victorian Queen,Lyphard,Tizna,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Lady Victoria,Crimson Satan,Consentida,Mr. Prospector,Killaloe,Le Fabuleux,Charedi,Hail to Reason,Cosmah,Herbager,Miss Swapsco
202404010101,9,障害,2890,良,未勝利,ドレフォン,クインズメンテ,Gio Ponti,Eltimaas,ゼンノロブロイ,ラークホイッスル,Tale of the Cat,Chipeta Springs,Ghostzapper,Najecam,サンデーサイレンス,ローミンレイチェル,Silver Deputy,Find Happiness,Storm Cat,Yarn,Alydar,Salt Spring,Awesome Again,Baby Zip,Trempolino,Sue Warner,Halo,Wishing Well,マイニング,One Smart Lady,Deputy Minister,Silver Valley,Buckfinder,Very Very Happy,Storm Bird,Terlingua,Mr. Prospector,Narrate,Raise a Native,Sweet Tooth,Salt Marsh,Jungle Mythologic,Deputy Minister,Primal Force,Relaunch,Thirty Zip,Sharpen Up,Trephine,Forli,Bitty Girl,Hail to Reason,Cosmah,Understanding,Mountain Flower,Mr. Prospector,I Pass,Clever Trick,Pia's Lady,Vice Regent,Mint Copy,Mr. Prospector,Seven Valleys,Buckpasser,Shenanigans,Dancing Count,Rimark
202404010101,10,障害,2890,良,未勝利,トーセンレーヴ,ペンネドゥピー,ディープインパクト,ビワハイジ,Tiger Hill,Turpitude,サンデーサイレンス,ウインドインハーヘア,Caerleon,アグサン,デインヒル,The Filly,Caerleon,Canaletto,Halo,Wishing Well,Alzao,Burghclere,Nijinsky,Foreseer,Lord Gayle,Santa Luciana,Danzig,Razyana,Appiani,Tigress Silver,Nijinsky,Foreseer,Iron Duke,Charming Doll,Hail to Reason,Cosmah,Understanding,Mountain Flower,Lyphard,Lady Rebecca,Busted,Highclere,Northern Dancer,Flaming Page,Round Table,Regal Gleam,Sir Gaylord,Sticky Case,Luciano,Suleika,Northern Dancer,Pas de Nom,His Majesty,Spring Adieu,Herbager,Angela Rucellai,St. Chad,Templeogue,Northern Dancer,Flaming Page,Round Table,Regal Gleam,Sicambre,Insulaire,ドン,Charming Friend
