,peds_0,peds_1,peds_2,peds_3,peds_4,peds_5,peds_6,peds_7,peds_8,peds_9,peds_10,peds_11,peds_12,peds_13,peds_14,peds_15,peds_16,peds_17,peds_18,peds_19,peds_20,peds_21,peds_22,peds_23,peds_24,peds_25,peds_26,peds_27,peds_28,peds_29,peds_30,peds_31,peds_32,peds_33,peds_34,peds_35,peds_36,peds_37,peds_38,peds_39,peds_40,peds_41,peds_42,peds_43,peds_44,peds_45,peds_46,peds_47,peds_48,peds_49,peds_50,peds_51,peds_52,peds_53,peds_54,peds_55,peds_56,peds_57,peds_58,peds_59,peds_60,peds_61
2020100678,モーリス,シャブリ,スクリーンヒーロー,メジロフランシス,ディープインパクト,スカイノダン,グラスワンダー,ランニングヒロイン,カーネギー,メジロモントレー,サンデーサイレンス,ウインドインハーヘア,サクラバクシンオー,シビル,Silver Hawk,Ameriflora,サンデーサイレンス,ダイナアクトレス,Sadler's Wells,Detroit,モガミ,メジロクインシー,Halo,Wishing Well,Alzao,Burghclere,サクラユタカオー,サクラハゴロモ,Wild Again,シャロン,Roberto,Gris Vitesse,Danzig,Graceful Touch,Halo,Wishing Well,ノーザンテースト,モデルスポート,Northern Dancer,Fairy Bridge,Riverman,Derna,Lyphard,ノーラック,フィディオン,メジロボサツ,Hail to Reason,Cosmah,Understanding,Mountain Flower,Lyphard,Lady Rebecca,Busted,Highclere,テスコボーイ,アンジェリカ,ノーザンテースト,クリアアンバー,Icecapade,Bushel-n-Peck,Mo Exception,Double Wiggle
2020102526,トーセンレーヴ,ペンネドゥピー,ディープインパクト,ビワハイジ,Tiger Hill,Turpitude,サンデーサイレンス,ウインドインハーヘア,Caerleon,アグサン,デインヒル,The Filly,Caerleon,Canaletto,Halo,Wishing Well,Alzao,Burghclere,Nijinsky,Foreseer,Lord Gayle,Santa Luciana,Danzig,Razyana,Appiani,Tigress Silver,Nijinsky,Foreseer,Iron Duke,Charming Doll,Hail to Reason,Cosmah,Understanding,Mountain Flower,Lyphard,Lady Rebecca,Busted,Highclere,Northern Dancer,Flaming Page,Round Table,Regal Gleam,Sir Gaylord,Sticky Case,Luciano,Suleika,Northern Dancer,Pas de Nom,His Majesty,Spring Adieu,Herbager,Angela Rucellai,St. Chad,Templeogue,Northern Dancer,Flaming Page,Round Table,Regal Gleam,Sicambre,Insulaire,ドン,Charming Friend
2020102535,ヴァンキッシュラン,ローザデルドバイ,ディープインパクト,リリーオブザヴァレー,Dubai Destination,Rosa di Brema,サンデーサイレンス,ウインドインハーヘア,Galileo,Pennegale,Kingmambo,Mysterial,Lomitas,Oshima,Halo,Wishing Well,Alzao,Burghclere,Sadler's Wells,Urban Sea,Pennekamp,Gale Warning,Mr. Prospector,Miesque,Alleged,Mysteries,Niniski,La Colorada,デインヒル,Orangerie,Hail to Reason,Cosmah,Understanding,Mountain Flower,Lyphard,Lady Rebecca,Busted,Highclere,Northern Dancer,Fairy Bridge,Miswaki,Allegretta,Bering,Coral Dance,ラストタイクーン,Gay Apparel,Raise a Native,Gold Digger,Nureyev,Pasadoble,Hoist the Flag,Princess Pout,Seattle Slew,Phydilla,Nijinsky,Virginia Hills,Surumu,La Dorada,Danzig,Razyana,ゲイメセン,Oliveira
2020105743,アンライバルド,エターナルムーン,ネオユニヴァース,バレークイーン,マイネルラヴ,ノーブルエターナル,サンデーサイレンス,ポインテッドパス,Sadler's Wells,Sun Princess,Seeking the Gold,Heart of Joy,アフリート,クイーンズメモリー,Halo,Wishing Well,Kris,Silken Way,Northern Dancer,Fairy Bridge,イングリッシュプリンス,Sunny Valley,Mr. Prospector,Con Game,リィフォー,Mythographer,Mr. Prospector,Polite Lady,ディクタス,オンワードウイッチ,Hail to Reason,Cosmah,Understanding,Mountain Flower,Sharpen Up,Doubly Sure,Shantung,Boulevard,Nearctic,Natalma,Bold Reason,Special,Petingo,English Miss,Val de Loir,Sunland,Raise a Native,Gold Digger,Buckpasser,Broadway,Lyphard,Klaizia,Secretariat,Arachne,Raise a Native,Gold Digger,Venetian Jester,Friendly Ways,Sanctus,Doronic,ノーザンテースト,スズカケ
2020102360,ラブリーデイ,モエレエターナル,キングカメハメハ,ポップコーンジャズ,ゴールドヘイロー,カトリア,Kingmambo,マンファス,ダンスインザダーク,グレイスルーマー,サンデーサイレンス,ニアーザゴールド,Caerleon,エンブラ,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,サンデーサイレンス,ダンシングキイ,トニービン,ディスクジョッキー,Halo,Wishing Well,Seeking the Gold,ニヤー,Nijinsky,Foreseer,Dominion,Kaftan,Raise a Native,Gold Digger,Nureyev,Pasadoble,トライマイベスト,Mill Princess,Blakeney,The Dancer,Halo,Wishing Well,Nijinsky,Key Partner,カンパラ,Severn Bridge,リアルシャダイ,シャダイチャッター,Hail to Reason,Cosmah,Understanding,Mountain Flower,Mr. Prospector,Con Game,Northern Dancer,Far,Northern Dancer,Flaming Page,Round Table,Regal Gleam,Derring-Do,Picture Palace,Kashmir,Blessed Again
2019104953,ドゥラメンテ,ルーヴインペリアル,キングカメハメハ,アドマイヤグルーヴ,Giant's Causeway,Louveterie,Kingmambo,マンファス,サンデーサイレンス,エアグルーヴ,Storm Cat,Mariah's Storm,Nureyev,Lupe,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,Halo,Wishing Well,トニービン,ダイナカール,Storm Bird,Terlingua,Rahy,イメンス,Northern Dancer,Special,プリメラ,Alcoa,Raise a Native,Gold Digger,Nureyev,Pasadoble,トライマイベスト,Mill Princess,Blakeney,The Dancer,Hail to Reason,Cosmah,Understanding,Mountain Flower,カンパラ,Severn Bridge,ノーザンテースト,シャダイフェザー,Northern Dancer,South Ocean,Secretariat,Crimson Saint,Blushing Groom,Glorious Song,Roberto,Imsodear,Nearctic,Natalma,Forli,Thong,My Babu,Pirette,Alycidon,Phyllis Court
2019103488,ケープブランコ,スウィートクレメンタイン,Galileo,Laurel Delight,Shamardal,Heavenly Whisper,Sadler's Wells,Urban Sea,Presidium,Foudroyer,Giant's Causeway,Helsinki,Halling,Rock The Boat,Northern Dancer,Fairy Bridge,Miswaki,Allegretta,General Assembly,Doubly Sure,アーテイアス,Foudre,Storm Cat,Mariah's Storm,Machiavellian,Helen Street,Diesis,Dance Machine,Slip Anchor,Rimosa's Pet,Nearctic,Natalma,Bold Reason,Special,Mr. Prospector,Hopespringseternal,Lombard,Anatevka,Secretariat,Exclusive Dancer,Reliance,Soft Angels,Round Table,Stylish Pattern,Petingo,Lighted Lamp,Storm Bird,Terlingua,Rahy,イメンス,Mr. Prospector,Coup de Folie,Troy,Waterway,Sharpen Up,Doubly Sure,Green Dancer,Never a Lady,Shirley Heights,Sayonara,Petingo,Rimosa
2019102321,ロードカナロア,シュガーハート,キングカメハメハ,レディブラッサム,サクラバクシンオー,オトメゴコロ,Kingmambo,マンファス,Storm Cat,サラトガデュー,サクラユタカオー,サクラハゴロモ,ジャッジアンジェルーチ,テイズリー,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,Storm Bird,Terlingua,Cormorant,Super Luna,テスコボーイ,アンジェリカ,ノーザンテースト,クリアアンバー,Honest Pleasure,Victorian Queen,Lyphard,Tizna,Raise a Native,Gold Digger,Nureyev,Pasadoble,トライマイベスト,Mill Princess,Blakeney,The Dancer,Northern Dancer,South Ocean,Secretariat,Crimson Saint,His Majesty,Song Sparrow,In Reality,Alada,Princely Gift,Suncourt,ネヴァービート,スターハイネス,Northern Dancer,Lady Victoria,Ambiopoise,One Clear Call,What a Pleasure,Tularia,Victoria Park,Willowfield,Northern Dancer,Goofed,Trevieres,Noris
2019102309,ベーカバド,フェイドレス,Cape Cross,Behkara,バブルガムフェロー,ステンレスダンサー,Green Desert,Park Appeal,Kris,Behera,サンデーサイレンス,バブルカンパニー,ジェイドロバリー,シャダイダンサー,Danzig,Foreign Courier,Ahonoora,Balidaress,Sharpen Up,Doubly Sure,Mill Reef,Borushka,Halo,Wishing Well,Lyphard,Prodice,Mr. Prospector,Number,ノーザンテースト,ナッシングライクアダム,Northern Dancer,Pas de Nom,Sir Ivor,Courtly Dee,Lorenzaccio,Helen Nichols,Balidar,Innocence,エタン,Rocchetta,Reliance,Soft Angels,Never Bend,Milan Mill,Bustino,Valdavia,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Goofed,Prominer,Euridice,Raise a Native,Gold Digger,Nijinsky,Special,Northern Dancer,Lady Victoria,Beau Purple,Gal I Love
2019101760,ディーマジェスティ,スイートライラ,ディープインパクト,エルメスティアラ,アフリート,ピースフルロッジ,サンデーサイレンス,ウインドインハーヘア,ブライアンズタイム,シンコウエルメス,Mr. Prospector,Polite Lady,Grand Lodge,Lem's Peace,Halo,Wishing Well,Alzao,Burghclere,Roberto,Kelley's Day,Sadler's Wells,Doff the Derby,Raise a Native,Gold Digger,Venetian Jester,Friendly Ways,Chief's Crown,La Papagena,L'Emigrant,Ispahan,Hail to Reason,Cosmah,Understanding,Mountain Flower,Lyphard,Lady Rebecca,Busted,Highclere,Hail to Reason,Bramalea,Graustark,Golden Trail,Northern Dancer,Fairy Bridge,Master Derby,Margarethen,Native Dancer,Raise You,Nashua,Sequence,Tom Fool,Venice,Green Ticket,Ways to Learn,Danzig,Six Crowns,Habitat,Magic Flute,The Minstrel,Suprina,Rusticaro,Royal Danseuse
2019100025,ホッコータルマエ,クニコチャン,キングカメハメハ,マダムチェロキー,ゴールドアリュール,クバター,Kingmambo,マンファス,Cherokee Run,アンフォイルド,サンデーサイレンス,ニキーヤ,De Ramiro,Golden Relic,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,Runaway Groom,Cherokee Dame,Unbridled,Bold Foil,Halo,Wishing Well,Nureyev,Reluctant Guest,Kasteel,Cassel,Relko,Golden Girdle,Raise a Native,Gold Digger,Nureyev,Pasadoble,トライマイベスト,Mill Princess,Blakeney,The Dancer,Blushing Groom,Yonnie Girl,Silver Saber,Dame Francesca,Fappiano,Gana Facil,Bold Forbes,Perfect Foil,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Special,Hostage,Vaguely Royal,King of the Castle,Esme,Irmak,Tabea,Tanerko,Relance,Ballymoss,Chaste and Fair
2019105708,コパノリッキー,スパイオブラヴ,ゴールドアリュール,コパノニキータ,フレンチデピュティ,グロンシャール,サンデーサイレンス,ニキーヤ,ティンバーカントリー,ニホンピロローズ,Deputy Minister,Mitterand,ヘクタープロテクター,ポールトゥウィン,Halo,Wishing Well,Nureyev,Reluctant Guest,Woodman,Fall Aspen,トニービン,ウェディングブーケ,Vice Regent,Mint Copy,Hold Your Peace,Laredo Lass,Woodman,Korveya,リアルシャダイ,ノースオブダンジグ,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Special,Hostage,Vaguely Royal,Mr. Prospector,プレイメイト,Pretense,Change Water,カンパラ,Severn Bridge,リアルシャダイ,アリーウイン,Northern Dancer,Victoria Regina,Bunty's Flight,Shakney,Speak John,Blue Moon,Bold Ruler,Fortunate Isle,Mr. Prospector,プレイメイト,Riverman,Konafa,Roberto,Desert Vixen,Danzig,North Angle
2019102757,トーセンラー,ジュエルボックス,ディープインパクト,プリンセスオリビア,Pivotal,Birthstone,サンデーサイレンス,ウインドインハーヘア,Lycius,Dance Image,Polar Falcon,Fearless Revival,Machiavellian,Baya,Halo,Wishing Well,Alzao,Burghclere,Mr. Prospector,Lypatia,Sadler's Wells,Diamond Spring,Nureyev,Marie d'Argonne,Cozzene,Stufida,Mr. Prospector,Coup de Folie,Nureyev,Barger,Hail to Reason,Cosmah,Understanding,Mountain Flower,Lyphard,Lady Rebecca,Busted,Highclere,Raise a Native,Gold Digger,Lyphard,Hypatia,Northern Dancer,Fairy Bridge,Vaguely Noble,Dumfries,Northern Dancer,Special,Jefferson,Mohair,Caro,Ride the Trails,Bustino,Zerbinetta,Raise a Native,Gold Digger,Halo,Raise the Standard,Northern Dancer,Special,Riverman,Trillion
2019105280,ルーラーシップ,タンザナイト,キングカメハメハ,エアグルーヴ,サンデーサイレンス,キャサリーンパー,Kingmambo,マンファス,トニービン,ダイナカール,Halo,Wishing Well,Riverman,Regal Exception,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,カンパラ,Severn Bridge,ノーザンテースト,シャダイフェザー,Hail to Reason,Cosmah,Understanding,Mountain Flower,Never Bend,River Lady,Ribot,Rajput Princess,Raise a Native,Gold Digger,Nureyev,Pasadoble,トライマイベスト,Mill Princess,Blakeney,The Dancer,Kalamoun,State Pension,Hornbeam,Priddy Fair,Northern Dancer,Lady Victoria,ガーサント,パロクサイド,Turn-to,Nothirdchance,Cosmic Bomb,Almahmoud,Promised Land,Pretty Ways,Montparnasse,Edelweiss,Nasrullah,Lalun,Prince John,Nile Lily,Tenerani,Romanella,Prince Taj,Royal Arrival
2019104119,ザファクター,デンファレ,War Front,Greyciousness,フジキセキ,ゴールデンハピネス,Danzig,Starry Dreamer,Miswaki,Skatingonthinice,サンデーサイレンス,ミルレーサー,Sanglamore,マプティットジョリィ,Northern Dancer,Pas de Nom,Rubiano,Lara's Star,Mr. Prospector,Hopespringseternal,Icecapade,Rain Shower,Halo,Wishing Well,Le Fabuleux,Marston's Mill,Sharpen Up,Ballinderry,Northern Dancer,Ballade,Nearctic,Natalma,Admiral's Voyage,Petitioner,Fappiano,Ruby Slippers,Forli,True Reality,Raise a Native,Gold Digger,Buckpasser,Rose Bower,Nearctic,Shenanigans,Bold Forbes,Right as Rain,Hail to Reason,Cosmah,Understanding,Mountain Flower,Wild Risk,Anguar,In Reality,Millicent,エタン,Rocchetta,Irish River,Miss Manon,Nearctic,Natalma,Herbager,Miss Swapsco
