index,着順,race_type,course_len,ground_state,class,peds_0,peds_1,peds_2,peds_3,peds_4,peds_5,peds_6,peds_7,peds_8,peds_9,peds_10,peds_11,peds_12,peds_13,peds_14,peds_15,peds_16,peds_17,peds_18,peds_19,peds_20,peds_21,peds_22,peds_23,peds_24,peds_25,peds_26,peds_27,peds_28,peds_29,peds_30,peds_31,peds_32,peds_33,peds_34,peds_35,peds_36,peds_37,peds_38,peds_39,peds_40,peds_41,peds_42,peds_43,peds_44,peds_45,peds_46,peds_47,peds_48,peds_49,peds_50,peds_51,peds_52,peds_53,peds_54,peds_55,peds_56,peds_57,peds_58,peds_59,peds_60,peds_61
202501010101,1,芝,1200,良,未勝利,リアルスティール,ロシアンサモワール,ディープインパクト,ラヴズオンリーミー,American Pharoah,Megalicious,サンデーサイレンス,ウインドインハーヘア,Storm Cat,Monevassia,Pioneerof the Nile,Littleprincessemma,Songandaprayer,Katie McLaury,Halo,Wishing Well,Alzao,Burghclere,Storm Bird,Terlingua,Mr. Prospector,Miesque,エンパイアメーカー,Star of Goshen,Yankee Gentleman,Exclusive Rosette,Unbridled's Song,Alizea,Centrust,Vicki Joy,Hail to Reason,Cosmah,Understanding,Mountain Flower,Lyphard,Lady Rebecca,Busted,Highclere,Northern Dancer,South Ocean,Secretariat,Crimson Saint,Raise a Native,Gold Digger,Nureyev,Pasadoble,Unbridled,Toussaud,Lord at War,Castle Eight,Storm Cat,Key Phrase,Ecliptical,Zetta Jet,Unbridled,Trolley Song,Premiership,Fancy Medallion,Mr. Prospector,Rock Fever,Real Value,Sad Times
202501010101,2,芝,1200,良,未勝利,シスキン,カゼルタ,First Defence,Bird Flown,ハービンジャー,エルダンジュ,Unbridled's Song,Honest Lady,Oasis Dream,Silver Star,Dansili,Penang Pearl,サンデーサイレンス,ガゼルロワイヤル,Unbridled,Trolley Song,Seattle Slew,Toussaud,Green Desert,Hope,Zafonic,Monroe,デインヒル,Hasili,Bering,Guapa,Halo,Wishing Well,Garde Royale,Beautywal,Fappiano,Gana Facil,Caro,Lucky Spell,Bold Reasoning,My Charmer,El Gran Senor,Image of Reality,Danzig,Foreign Courier,ダンシングブレーヴ,Bahamian,Gone West,Zaizafon,Sir Ivor,Best in Show,Danzig,Razyana,Kahyasi,Kerali,Arctic Tern,Beaune,Shareef Dancer,Sauceboat,Hail to Reason,Cosmah,Understanding,Mountain Flower,Mill Reef,Royal Way,Magwal,True Beauty
202501010101,3,芝,1200,良,未勝利,マインドユアビスケッツ,ゴルトキルシェ,Posse,Jazzmane,ステイゴールド,ダリシア,Silver Deputy,Raska,Toccet,Alljazz,サンデーサイレンス,ゴールデンサッシュ,Acatenango,Dynamis,Deputy Minister,Silver Valley,Rahy,Borishka,Awesome Again,Cozzene's Angel,Stop the Music,Bounteous,Halo,Wishing Well,ディクタス,ダイナサッシュ,Surumu,Aggravate,ダンシングブレーヴ,Diasprina,Vice Regent,Mint Copy,Mr. Prospector,Seven Valleys,Blushing Groom,Glorious Song,Roberto,Queen Maud,Deputy Minister,Primal Force,Cozzene,Charming Pan,Hail to Reason,Bebopper,Master Derby,Mlle. Quille,Hail to Reason,Cosmah,Understanding,Mountain Flower,Sanctus,Doronic,ノーザンテースト,ロイヤルサッシュ,Literat,Surama,Aggressor,Raven Locks,Lyphard,Navajo Princess,Aspros,Dorle
202501010101,4,芝,1200,良,未勝利,シスキン,ナスノカツラ,First Defence,Bird Flown,ヴィクトワールピサ,ナスノフィオナ,Unbridled's Song,Honest Lady,Oasis Dream,Silver Star,ネオユニヴァース,ホワイトウォーターアフェア,ホワイトマズル,ナスノフローラ,Unbridled,Trolley Song,Seattle Slew,Toussaud,Green Desert,Hope,Zafonic,Monroe,サンデーサイレンス,ポインテッドパス,Machiavellian,Much Too Risky,ダンシングブレーヴ,Fair of the Furze,タイトスポット,ナスノアロマ,Fappiano,Gana Facil,Caro,Lucky Spell,Bold Reasoning,My Charmer,El Gran Senor,Image of Reality,Danzig,Foreign Courier,ダンシングブレーヴ,Bahamian,Gone West,Zaizafon,Sir Ivor,Best in Show,Halo,Wishing Well,Kris,Silken Way,Mr. Prospector,Coup de Folie,Bustino,Short Rations,Lyphard,Navajo Princess,Ela-Mana-Mou,Autocratic,His Majesty,Premium Win,ラディガ,ナスノカオリ
202501010101,5,芝,1200,良,未勝利,セイウンコウセイ,ニシノプレジール,アドマイヤムーン,オブザーヴァント,オルフェーヴル,ニシノブルームーン,エンドスウィープ,マイケイティーズ,Capote,パテントリークリア,ステイゴールド,オリエンタルアート,タニノギムレット,カプリッチョーサ,フォーティナイナー,Broom Dance,サンデーサイレンス,ケイティーズファースト,Seattle Slew,Too Bald,Miswaki,Badge of Courage,サンデーサイレンス,ゴールデンサッシュ,メジロマックイーン,エレクトロアート,ブライアンズタイム,タニノクリスタル,Alzao,Clanjingle,Mr. Prospector,File,Dance Spell,Witching Hour,Halo,Wishing Well,Kris,Katies,Bold Reasoning,My Charmer,Bald Eagle,Hidden Talent,Mr. Prospector,Hopespringseternal,Well Decorated,Tamerett,Halo,Wishing Well,ディクタス,ダイナサッシュ,メジロティターン,メジロオーロラ,ノーザンテースト,グランマスティーヴンス,Roberto,Kelley's Day,クリスタルパレス,タニノシーバード,Lyphard,Lady Rebecca,Tumble Wind,Fille Sifflante
202501010101,6,芝,1200,良,未勝利,ヘンリーバローズ,マイヴィクトリア,ディープインパクト,シルヴァースカヤ,キングカメハメハ,マイビビアーヌ,サンデーサイレンス,ウインドインハーヘア,Silver Hawk,Boubskaia,Kingmambo,マンファス,Shamardal,My,Halo,Wishing Well,Alzao,Burghclere,Roberto,Gris Vitesse,Niniski,Frenetique,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,Giant's Causeway,Helsinki,キングズベスト,Maskunah,Hail to Reason,Cosmah,Understanding,Mountain Flower,Lyphard,Lady Rebecca,Busted,Highclere,Hail to Reason,Bramalea,Amerigo,Matchiche,Nijinsky,Virginia Hills,Tyrant,Femina,Raise a Native,Gold Digger,Nureyev,Pasadoble,トライマイベスト,Mill Princess,Blakeney,The Dancer,Storm Cat,Mariah's Storm,Machiavellian,Helen Street,Kingmambo,Allegretta,Sadler's Wells,Lucayan Princess
202501010101,7,芝,1200,良,未勝利,マテラスカイ,センターグランタス,Speightstown,Mostaqeleh,アグネスタキオン,センターライジング,Gone West,Silken Cat,Rahy,Istiqlal,サンデーサイレンス,アグネスフローラ,ヘクタープロテクター,ダイナオレンジ,Mr. Prospector,Secrettame,Storm Cat,Silken Doll,Blushing Groom,Glorious Song,Diesis,Wasnah,Halo,Wishing Well,ロイヤルスキー,アグネスレディー,Woodman,Korveya,ノーザンテースト,サワーオレンジ,Raise a Native,Gold Digger,Secretariat,Tamerett,Storm Bird,Terlingua,Chieftain,Insilca,Red God,Runaway Bride,Halo,Ballade,Sharpen Up,Doubly Sure,Nijinsky,Highest Trump,Hail to Reason,Cosmah,Understanding,Mountain Flower,Raja Baba,Coz o'Nijinsky,リマンド,イコマエイカン,Mr. Prospector,プレイメイト,Riverman,Konafa,Northern Dancer,Lady Victoria,Delta Judge,Lady Attica
202501010101,8,芝,1200,良,未勝利,ダイワメジャー,マローネメタリコ,サンデーサイレンス,スカーレットブーケ,ヘニーヒューズ,ウエスタンダンサー,Halo,Wishing Well,ノーザンテースト,スカーレットインク,ヘネシー,Meadow Flyer,デヒア,ウエスタンローズ,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Lady Victoria,Crimson Satan,Consentida,Storm Cat,Island Kitty,Meadowlake,Shortley,Deputy Minister,Sister Dot,オペラハウス,ミュージカルラーク,Turn-to,Nothirdchance,Cosmic Bomb,Almahmoud,Promised Land,Pretty Ways,Montparnasse,Edelweiss,Nearctic,Natalma,Victoria Park,Lady Angela,Spy Song,Papila,Beau Max,La Menina,Storm Bird,Terlingua,Hawaii,T. C. Kitten,Hold Your Peace,Suspicious Native,Hagley,Short Winded,Vice Regent,Mint Copy,Secretariat,Sword Game,Sadler's Wells,Colorspin,Cure the Blues,Sparkalark
202501010101,9,芝,1200,良,未勝利,モズアスコット,グランプリエンゼル,Frankel,India,アグネスデジタル,アンダンテ,Galileo,Kind,ヘネシー,Misty Hour,Crafty Prospector,Chancey Squaw,サンデーサイレンス,ダイナプレリュード,Sadler's Wells,Urban Sea,デインヒル,Rainbow Lake,Storm Cat,Island Kitty,Miswaki,Our Tina Marie,Mr. Prospector,Real Crafty Lady,Chief's Crown,Allicance,Halo,Wishing Well,ノーザンテースト,ダイナリーズン,Northern Dancer,Fairy Bridge,Miswaki,Allegretta,Danzig,Razyana,Rainbow Quest,Rockfest,Storm Bird,Terlingua,Hawaii,T. C. Kitten,Mr. Prospector,Hopespringseternal,Nijinsky,Java Moon,Raise a Native,Gold Digger,In Reality,Princess Roycraft,Danzig,Six Crowns,Alleged,Runaway Bride,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Lady Victoria,パーソロン,シャダイリーズン
202501010101,10,芝,1200,良,未勝利,ジャスタウェイ,グラマラススカイ,ハーツクライ,シビル,カネヒキリ,レッドフィオーレ,サンデーサイレンス,アイリッシュダンス,Wild Again,シャロン,フジキセキ,ライフアウトゼア,バゴ,ゴーンスペクター,Halo,Wishing Well,トニービン,ビューパーダンス,Icecapade,Bushel-n-Peck,Mo Exception,Double Wiggle,サンデーサイレンス,ミルレーサー,Deputy Minister,Silver Valley,Nashwan,Moonlight's Box,Gone West,Angelic Note,Hail to Reason,Cosmah,Understanding,Mountain Flower,カンパラ,Severn Bridge,Lyphard,My Bupers,Nearctic,Shenanigans,Khaled,Dama,Hard Work,With Exception,Sir Wiggle,Blue Double,Halo,Wishing Well,Le Fabuleux,Marston's Mill,Vice Regent,Mint Copy,Mr. Prospector,Seven Valleys,Blushing Groom,Height of Fashion,Nureyev,Coup de Genie,Mr. Prospector,Secrettame,The Minstrel,Sateen
