,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ウォルラス,牡5,58.0,江田照,中川,506(0),美浦,2020106687,00689,イスラボニータ,アイヴォリーカラー,クロフネ,-0.47642808795851344,7
1,1,2,テセラリアン,牝4,56.0,菅原明,鈴木慎,438(-4),美浦,2021100338,01179,リアルスティール,テセラレフィナード,ファルブラヴ,-0.12159083986651861,4
2,2,3,ネイリッカ,牝6,53.0,▲石田,和田勇,472(-5),美浦,2019100072,01203,メイショウボーラー,ケージーナデシコ,クロフネ,-2.2928280626099156,15
3,2,4,ショウナンハクウン,牡5,58.0,荻野極,大竹,506(+2),美浦,2020103670,01160,ダイワメジャー,ラッドルチェンド,Danehill Dancer,-0.2991893005975297,5
4,3,5,ズバットマサムネ,セ4,58.0,荻野琢,杉山佳,484(-10),栗東,2021105711,01112,キンシャサノキセキ,ビバリーヒルズ,スニッツェル,0.041230596630751806,2
5,3,6,デビッドテソーロ,牡4,58.0,柴田大,田中剛,470(0),美浦,2021102280,01009,スワーヴリチャード,バレットテソーロ,Camelot,-1.91860481847094,11
6,4,7,レッドバレンティア,牡5,55.0,▲舟山,矢嶋,468(+4),美浦,2020106413,01221,リオンディーズ,レッドマジュール,ディープインパクト,-1.9947469549698564,12
7,4,8,バロン,牝4,54.0,△長浜,手塚久,494(+14),美浦,2021105974,01214,ロードカナロア,マイミスリリー,Tapit,-1.647395808280375,10
8,5,9,ホワイトターフ,牝6,53.0,▲上里,清水英,468(0),美浦,2019105794,01217,ゴールドシップ,ピッツネイル,クロフネ,-3.0233794902144595,16
9,5,10,ヴェナートル,牡3,57.0,武藤,武藤,508(+14),美浦,2022101469,01169,アルアイン,ロンドンシーズン,ロードカナロア,-2.1423846796520207,13
10,6,11,タリエシン,セ5,55.0,▲石神道,金成,442(0),美浦,2020102784,01209,キンシャサノキセキ,エヴァディングタンペット,Dubai Destination,-2.203743846763964,14
11,6,12,ヴィクトリーロード,牡5,58.0,菊沢,畠山,486(0),美浦,2020103931,01161,ロードカナロア,ファーゴ,ハーツクライ,-1.1286724528781418,8
12,7,13,アシャカトベ,牡3,57.0,横山武,小笠,532(+8),美浦,2022107163,01170,ミスターメロディ,ドリームプレイ,コマンダーインチーフ,0.31038480156835896,1
13,7,14,ロサンゼルス,牡4,58.0,丹内,伊藤圭,530(+2),美浦,2021103711,01091,カリフォルニアクローム,イチリュウ,キングヘイロー,-1.381470081206363,9
14,8,15,ピコアーガイル,牡4,58.0,北村宏,伊藤大,488(+6),美浦,2021110165,01043,Justify,Solar Girl,Lonhro,-0.06338540991703308,3
15,8,16,ジャスパーソレイユ,牡3,57.0,丸山,森秀,476(+2),栗東,2022110111,01127,Mitole,Hen Escape,ヘニーヒューズ,-0.4007992260618762,6
