,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,サンロード,牝3,55.0,丹内,竹内,434(0),美浦,2023100960,01091,フィエールマン,プリヴェット,ルーラーシップ,-3.513795328353753,14
1,1,2,アルティマローネ,牝3,55.0,丸山,武市,388(-4),美浦,2023106811,01127,マインドユアビスケッツ,マルーンエンブレム,オルフェーヴル,0.8515023595482909,1
2,2,3,ソニックブーム,牝3,52.0,▲和田陽,柴田,452(0),栗東,2023102008,01223,リアルスティール,ルソンデュレーヴ,キングカメハメハ,-0.04405025403561824,3
3,2,4,カルダモン,牝3,55.0,石川,黒岩,466(0),美浦,2023107051,01150,キズナ,シークレットスパイス,ディスクリートキャット,-0.04436247436705612,4
4,3,5,キャリアビジョン,牝3,52.0,▲上里,西田,406(-2),美浦,2023103805,01217,シスキン,パラレルキャリア,シンボリクリスエス,-1.3641739733295724,7
5,3,6,ブライトエアリー,牝3,55.0,横山琉,相沢,448(0),美浦,2023102362,01192,ウインブライト,イルジオーネ,ワークフォース,-1.4933700939735421,10
6,4,7,ヴィンテール,牝3,53.0,◇今村,池江,438(-12),栗東,2023106898,01193,エピファネイア,ヴィニー,ディープインパクト,0.23541559518711344,2
7,4,8,ボーントゥラブユー,牝3,53.0,△舟山,小笠,472(-8),美浦,2023106285,01221,コントレイル,フェアエレン,Street Cry,-3.6274848195387013,15
8,5,9,ガーデンバイザベイ,牝3,55.0,菊沢,小笠,410(-8),美浦,2023104302,01161,ルーラーシップ,トウカイメガミ,サンデーサイレンス,-0.7195255172280257,5
9,5,10,ウインポーシャ,牝3,53.0,△長浜,矢嶋,468(-2),美浦,2023105854,01214,リオンディーズ,ウインオリアート,ステイゴールド,-2.4785710397336698,13
10,6,11,スカーレットジーン,牝3,53.0,◇永島,水野,424(+4),美浦,2023103465,01187,トーセンラー,ダイワウィズミー,キングカメハメハ,-1.4771837545646613,9
11,6,12,エコロゼルダ,牝3,55.0,斎藤,牧浦,474(0),栗東,2023103566,01178,ブラックタイド,ミッドナイトフラッシュ,Anabaa Blue,-1.0300935219795393,6
12,7,13,カドドゥディエ,牝3,52.0,▲遠藤,西田,422(+2),美浦,2023100812,01218,クラウンレガーロ,マリノルシアーナ,エピファネイア,-1.4254544258840514,8
13,7,14,ララオウ,牝3,52.0,▲田山,須貝,496(0),栗東,2023105981,01220,エタリオウ,ミスキララ,ファスリエフ,-3.8606086172116143,16
14,8,15,ウィッシュリスト,牝3,52.0,▲石神道,松尾,498(0),美浦,2023102932,01209,サトノダイヤモンド,ファインハッピー,Runhappy,-2.0922861783740294,11
15,8,16,ミスティパープル,牝3,55.0,西塚,茶木,450(+8),栗東,2023106903,01200,レイデオロ,ヴィルデローゼ,エンパイアメーカー,-2.268371801444784,12
