,2018101388
peds_0,サウスヴィグラス
peds_1,シュシュファレル
peds_2,エンドスウィープ End Sweep(米)
peds_3,ダーケストスター Darkest Star(米)
peds_4,タップダンスシチー
peds_5,センエツルビー
peds_6,フォーティナイナー Forty Niner(米)
peds_7,Broom Dance
peds_8,Star de Naskra
peds_9,Minnie Riperton
peds_10,Pleasant Tap
peds_11,All Dance
peds_12,スイフトスワロー Swift Swallow(米)
peds_13,ロイヤルミコマ
peds_14,Mr. Prospector
peds_15,File
peds_16,Dance Spell
peds_17,Witching Hour
peds_18,Naskra
peds_19,Candle Star
peds_20,Cornish Prince
peds_21,English Harbor
peds_22,Pleasant Colony
peds_23,Never Knock
peds_24,Northern Dancer
peds_25,All Rainbows
peds_26,Northern Dancer
peds_27,Homeward Bound
peds_28,ヴェンチア
peds_29,スイートオパール
peds_30,Raise a Native
peds_31,Gold Digger
peds_32,Tom Rolfe
peds_33,Continue
peds_34,Northern Dancer
peds_35,Obeah
peds_36,Thinking Cap
peds_37,Enchanted Eve
peds_38,Nasram
peds_39,Iskra
peds_40,Clandestine
peds_41,Star Minstrel
peds_42,Bold Ruler
peds_43,Teleran
peds_44,War Admiral
peds_45,Level Sands
peds_46,His Majesty
peds_47,Sun Colony
peds_48,Stage Door Johnny
peds_49,Never Hula
peds_50,Nearctic
peds_51,Natalma
peds_52,Bold Hour
peds_53,Miss Carmie
peds_54,Nearctic
peds_55,Natalma
peds_56,Alycidon
peds_57,Sabie River
peds_58,Relic
peds_59,Rose O'Lynn
peds_60,パーソロン
peds_61,スイートラペール
