,2023106485
peds_0,ベンバトル  Benbatl(英)
peds_1,ルシェルドール
peds_2,Dubawi
peds_3,Nahrain
peds_4,オルフェーヴル
peds_5,マイネヒメル
peds_6,Dubai Millennium  (英)
peds_7,Zomaradah
peds_8,Selkirk
peds_9,Bahr
peds_10,ステイゴールド
peds_11,オリエンタルアート
peds_12,ロージズインメイ  Roses in May(米)
peds_13,コスモチェーロ
peds_14,Seeking the Gold
peds_15,Colorado Dancer
peds_16,Deploy
peds_17,Jawaher
peds_18,Sharpen Up
peds_19,Annie Edge
peds_20,ジェネラス
peds_21,Lady of the Sea
peds_22,サンデーサイレンス
peds_23,ゴールデンサッシュ
peds_24,メジロマックイーン
peds_25,エレクトロアート
peds_26,Devil His Due
peds_27,Tell a Secret
peds_28,Fusaichi Pegasus
peds_29,Shorwon
peds_30,Mr. Prospector
peds_31,Con Game
peds_32,Shareef Dancer
peds_33,Fall Aspen
peds_34,Shirley Heights
peds_35,Slightly Dangerous
peds_36,ダンシングブレーヴ
peds_37,High Tern
peds_38,エタン
peds_39,Rocchetta
peds_40,Nebbiolo
peds_41,Friendly Court
peds_42,Caerleon
peds_43,Doff the Derby
peds_44,Mill Reef
peds_45,La Mer
peds_46,Halo
peds_47,Wishing Well
peds_48,ディクタス
peds_49,ダイナサッシュ
peds_50,メジロティターン
peds_51,メジロオーロラ
peds_52,ノーザンテースト
peds_53,グランマスティーヴンス
peds_54,Devil's Bag
peds_55,Plenty O'Toole
peds_56,Speak John
peds_57,Secret Retreat
peds_58,Mr. Prospector
peds_59,Angel Fever
peds_60,Buena Shore
peds_61,April Wonder
