,2022103391
peds_0,エイシンフラッシュ
peds_1,シンハルカジョウ
peds_2,キングズベスト King's Best(米)
peds_3,ムーンレディ Moonlady(独)
peds_4,ブラックタキシード
peds_5,ダイナボンダー
peds_6,Kingmambo (米)
peds_7,Allegretta
peds_8,プラティニ Platini(独)
peds_9,Midnight Fever
peds_10,サンデーサイレンス Sunday Silence(米)
peds_11,オーピーキャット O. P. Cat(米)
peds_12,ノーザンテースト Northern Taste(加)
peds_13,タイムトウポンダー Time to Ponder(米)
peds_14,Mr. Prospector
peds_15,Miesque
peds_16,Lombard
peds_17,Anatevka
peds_18,Surumu
peds_19,Prairie Darling
peds_20,Sure Blade
peds_21,Majoritat
peds_22,Halo
peds_23,Wishing Well
peds_24,Storm Cat
peds_25,Princess S.
peds_26,Northern Dancer
peds_27,Lady Victoria
peds_28,Court Recess
peds_29,La Peruse
peds_30,Raise a Native
peds_31,Gold Digger
peds_32,Nureyev
peds_33,Pasadoble
peds_34,Agio
peds_35,Promised Lady
peds_36,Espresso
peds_37,Almyra
peds_38,Literat
peds_39,Surama
peds_40,Stanford
peds_41,Prairie Belle
peds_42,Kris
peds_43,Double Lock
peds_44,Konigsstuhl
peds_45,Monacchia
peds_46,Hail to Reason
peds_47,Cosmah
peds_48,Understanding
peds_49,Mountain Flower
peds_50,Storm Bird
peds_51,Terlingua
peds_52,Assagai Jr.
peds_53,Princess Thelma
peds_54,Nearctic
peds_55,Natalma
peds_56,Victoria Park
peds_57,Lady Angela
peds_58,Traffic Judge
peds_59,Recess
peds_60,Tom Fool
peds_61,Bouillabaisse
