,0,1,2,3
202401010101,単勝,5,120,1
202401010101,複勝,5,100,1
202401010101,複勝,2,240,4
202401010101,馬連,2-5,450,3
202401010101,ワイド,2-5,190,3
202401010101,ワイド,3-5,150,2
202401010101,ワイド,2-3,440,7
202401010101,馬単,5→2,610,3
202401010101,三連複,2-3-5,620,4
202401010101,三連単,5→2→3,1560,6
202401010102,単勝,2,390,2
202401010102,複勝,2,170,1
202401010102,複勝,6,260,5
202401010102,複勝,8,800,9
202401010102,枠連,2-5,660,2
202401010102,馬連,2-6,1520,5
202401010102,ワイド,2-6,680,7
202401010102,ワイド,2-8,1660,26
202401010102,ワイド,6-8,3850,34
202401010102,馬単,2→6,2520,8
202401010102,三連複,2-6-8,12550,51
202401010102,三連単,2→6→8,42910,187
202401010103,単勝,4,360,2
202401010103,複勝,4,170,2
202401010103,複勝,7,300,6
202401010103,複勝,6,200,3
202401010103,枠連,3-5,290,1
202401010103,馬連,4-7,1570,9
202401010103,ワイド,4-7,650,9
202401010103,ワイド,4-6,530,5
202401010103,ワイド,6-7,930,10
202401010103,馬単,4→7,2590,12
202401010103,三連複,4-6-7,2800,8
202401010103,三連単,4→7→6,13380,41
202401010104,単勝,8,500,4
202401010104,複勝,8,180,1
202401010104,複勝,4,1030,11
202401010104,複勝,10,740,9
202401010104,枠連,3-5,8500,20
202401010104,馬連,4-8,11840,36
202401010104,ワイド,4-8,3310,34
202401010104,ワイド,8-10,1630,19
202401010104,ワイド,4-10,12100,70
202401010104,馬単,8→4,15360,56
202401010104,三連複,4-8-10,49170,136
202401010104,三連単,8→4→10,296470,757
202401010105,単勝,4,300,1
202401010105,複勝,4,150,1
202401010105,複勝,10,190,3
202401010105,複勝,1,350,8
202401010105,枠連,3-6,490,1
202401010105,馬連,4-10,980,2
202401010105,ワイド,4-10,390,1
202401010105,ワイド,1-4,1400,20
202401010105,ワイド,1-10,1360,19
202401010105,馬単,4→10,1820,2
202401010105,三連複,1-4-10,5910,19
202401010105,三連単,4→10→1,22260,50
202401010106,単勝,12,230,1
202401010106,複勝,12,130,1
202401010106,複勝,1,180,3
202401010106,複勝,5,510,9
202401010106,枠連,1-7,470,1
202401010106,馬連,1-12,640,1
202401010106,ワイド,1-12,290,1
202401010106,ワイド,5-12,1480,20
202401010106,ワイド,1-5,1810,25
202401010106,馬単,12→1,1040,1
202401010106,三連複,1-5-12,5830,22
202401010106,三連単,12→1→5,18200,54
202401010107,単勝,3,520,4
202401010107,複勝,3,170,2
202401010107,複勝,8,210,4
202401010107,複勝,4,350,6
202401010107,枠連,3-7,1320,5
202401010107,馬連,3-8,1740,6
202401010107,ワイド,3-8,740,9
202401010107,ワイド,3-4,700,7
