,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id,通過,上り
202004010101,1,6,9,シャリオヴァルト,セ7,60.0,蓑島靖典,0:3:08.9,,7.0,4.0,464,[東] 尾関知人,障害,2890,晴,良,2020年05月09日,未勝利,2013101799,01068,3-4-3-3,13.1
202004010101,2,3,3,エミーリオ,牡6,60.0,上野翔,0:3:09.1,1.1/4,21.6,7.0,496,[東] 田中剛,障害,2890,晴,良,2020年05月09日,未勝利,2014102394,01087,10-9-7-3,13.1
202004010101,3,8,13,エンシュラウド,セ4,59.0,五十嵐雄,0:3:09.5,2.1/2,11.4,5.0,464,[東] 藤沢和雄,障害,2890,晴,良,2020年05月09日,未勝利,2016110030,01069,9-9-9-9,13.1
202004010101,4,6,10,レイヴンキング,セ4,59.0,石神深一,0:3:10.2,4,3.2,1.0,516,[東] 尾形和幸,障害,2890,晴,良,2020年05月09日,未勝利,2016105496,01059,7-5-7-8,13.2
202004010101,5,4,6,ダイシンクローバー,セ4,59.0,佐久間寛,0:3:10.9,4,35.9,10.0,476,[西] 安田隆行,障害,2890,晴,良,2020年05月09日,未勝利,2016100158,01080,5-5-6-5,13.2
202004010101,6,2,2,ニシノオクタゴン,牡5,60.0,江田勇亮,0:3:11.6,4,28.4,9.0,482,[東] 田村康仁,障害,2890,晴,良,2020年05月09日,未勝利,2015101779,01023,8-5-5-5,13.3
202004010101,7,3,4,アドマイヤアゼリ,牡6,60.0,西谷誠,0:3:11.6,ハナ,7.0,3.0,458,[西] 須貝尚介,障害,2890,晴,良,2020年05月09日,未勝利,2014105788,01005,12-12-11-10,13.3
202004010101,8,5,8,モリトシュン,牡4,59.0,小野寺祐,0:3:12.1,3,59.7,12.0,480,[東] 堀井雅広,障害,2890,晴,良,2020年05月09日,未勝利,2016103545,01123,13-13-12-12,13.3
202004010101,9,1,1,アキンド,牡4,59.0,伴啓太,0:3:12.3,1.1/4,18.5,6.0,496,[東] 粕谷昌央,障害,2890,晴,良,2020年05月09日,未勝利,2016101130,01149,1-1-1-1,13.3
202004010101,10,5,7,キングスヴァリュー,セ5,60.0,草野太郎,0:3:12.3,ハナ,43.7,11.0,492,[東] 宮田敬介,障害,2890,晴,良,2020年05月09日,未勝利,2015104680,01113,14-14-13-13,13.3
202004010101,11,7,11,マヤノフロスティ,牡5,60.0,平沢健治,0:3:12.8,3,25.3,8.0,508,[西] 安達昭夫,障害,2890,晴,良,2020年05月09日,未勝利,2015101022,01067,2-2-3-5,13.3
202004010101,12,4,5,ギャラントグリフ,セ7,60.0,山本康志,0:3:13.0,1.1/2,75.9,14.0,516,[東] 稲垣幸雄,障害,2890,晴,良,2020年05月09日,未勝利,2013106463,01008,5-8-9-10,13.4
202004010101,13,8,14,マサハヤドリーム,セ8,60.0,森一馬,0:3:13.8,5,3.3,2.0,454,[西] 今野貞一,障害,2890,晴,良,2020年05月09日,未勝利,2012104463,01139,3-2-2-2,13.4
202004010101,14,7,12,セイウンコービー,牡4,59.0,白浜雄造,0:3:17.3,大,72.0,13.0,540,[西] 森秀行,障害,2890,晴,良,2020年05月09日,未勝利,2016110132,01035,10-11-14-14,13.7
