,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id,通過,上り
202504010111,1,6,10,アピーリングルック,牝4,56.0,佐々木大,0:1:52.3,,3.6,1.0,478,[東] 辻哲英,ダート,1800,晴,稍重,2025年05月03日,3勝クラス,2021104914,01197,3-3-6-6,36.6
202504010111,2,1,1,メイショウホマレ,牝6,56.0,小沢大仁,0:1:52.5,1,5.1,2.0,460,[西] 高橋亮,ダート,1800,晴,稍重,2025年05月03日,3勝クラス,2019103401,01185,1-1-2-2,37.3
202504010111,3,3,5,ゴールドアローン,牝4,56.0,菊沢一樹,0:1:52.5,クビ,61.8,14.0,464,[東] 青木孝文,ダート,1800,晴,稍重,2025年05月03日,3勝クラス,2021106874,01161,4-3-4-4,37.1
202504010111,4,4,7,レシプロシティ,牝5,56.0,丹内祐次,0:1:52.7,1,9.0,5.0,462,[東] 田村康仁,ダート,1800,晴,稍重,2025年05月03日,3勝クラス,2020102862,01091,11-11-1-1,37.7
202504010111,5,2,2,リバートゥルー,牝5,56.0,吉田隼人,0:1:52.9,1,7.4,4.0,464,[東] 久保田貴,ダート,1800,晴,稍重,2025年05月03日,3勝クラス,2020102703,01095,8-9-11-11,36.7
202504010111,6,2,3,イージーオンミー,牝5,56.0,小崎綾也,0:1:52.9,クビ,17.0,8.0,450,[東] 中舘英二,ダート,1800,晴,稍重,2025年05月03日,3勝クラス,2020101143,01152,8-7-7-6,37.1
202504010111,7,8,14,サイモンブーケ,牝5,56.0,古川奈穂,0:1:52.9,ハナ,34.7,10.0,514,[西] 梅田智之,ダート,1800,晴,稍重,2025年05月03日,3勝クラス,2020102317,01190,4-5-8-8,37.0
202504010111,8,5,9,マーブルマウンテン,牝4,56.0,亀田温心,0:1:53.1,1,11.3,6.0,470,[西] 田中克典,ダート,1800,晴,稍重,2025年05月03日,3勝クラス,2021110084,01176,2-2-3-3,37.8
202504010111,9,4,6,メイショウポペット,牝5,56.0,国分恭介,0:1:53.2,3/4,37.5,11.0,486,[西] 角田晃一,ダート,1800,晴,稍重,2025年05月03日,3勝クラス,2020106896,01124,13-12-13-13,36.8
202504010111,10,5,8,アグラシアド,牝5,56.0,秋山稔樹,0:1:53.5,1.1/2,53.0,13.0,480,[西] 中村直也,ダート,1800,晴,稍重,2025年05月03日,3勝クラス,2020104912,01181,12-13-11-12,37.3
202504010111,11,7,13,ルージュアベリア,牝4,56.0,荻野極,0:1:53.6,3/4,6.8,3.0,484,[東] 田中博康,ダート,1800,晴,稍重,2025年05月03日,3勝クラス,2021105058,01160,8-9-10-9,37.6
202504010111,12,3,4,アンリーロード,牝5,56.0,斎藤新,0:1:53.7,3/4,14.4,7.0,478,[西] 茶木太樹,ダート,1800,晴,稍重,2025年05月03日,3勝クラス,2020103304,01178,4-5-4-4,38.2
202504010111,13,8,15,メロウヴォイス,牝6,56.0,柴田大知,0:1:53.9,3/4,95.6,15.0,466,[東] 上原博之,ダート,1800,晴,稍重,2025年05月03日,3勝クラス,2019102493,01009,15-15-15-14,37.2
202504010111,14,7,12,タガノチョコラータ,牝5,56.0,長浜鴻緒,0:1:53.9,クビ,38.3,12.0,502,[西] 角田晃一,ダート,1800,晴,稍重,2025年05月03日,3勝クラス,2020105533,01214,7-7-8-9,38.0
202504010111,15,6,11,メイショウオーロラ,牝5,56.0,古川吉洋,0:1:54.6,4,21.2,9.0,502,[西] 本田優,ダート,1800,晴,稍重,2025年05月03日,3勝クラス,2020101209,01015,13-13-13-14,38.2
