,0,1,2,3
202407010101,単勝,6,360,2
202407010101,複勝,6,110,2
202407010101,複勝,10,140,4
202407010101,複勝,9,110,1
202407010101,枠連,3-5,380,1
202407010101,馬連,6-10,840,4
202407010101,ワイド,6-10,290,4
202407010101,ワイド,6-9,250,1
202407010101,ワイド,9-10,350,6
202407010101,馬単,6→10,1520,7
202407010101,三連複,6-9-10,820,3
202407010101,三連単,6→10→9,5010,17
202407010102,単勝,13,540,2
202407010102,複勝,13,140,2
202407010102,複勝,16,110,1
202407010102,複勝,1,460,7
202407010102,枠連,7-8,400,1
202407010102,馬連,13-16,520,1
202407010102,ワイド,13-16,240,1
202407010102,ワイド,1-13,1870,19
202407010102,ワイド,1-16,1210,12
202407010102,馬単,13→16,1390,2
202407010102,三連複,1-13-16,5020,12
202407010102,三連単,13→16→1,19880,42
202407010103,単勝,1,1800,7
202407010103,複勝,1,390,5
202407010103,複勝,2,610,9
202407010103,複勝,7,400,6
202407010103,枠連,1-2,17490,29
202407010103,馬連,1-2,21630,34
202407010103,ワイド,1-2,5490,34
202407010103,ワイド,1-7,2880,28
202407010103,ワイド,2-7,3950,33
202407010103,馬単,1→2,33090,66
202407010103,三連複,1-2-7,69580,91
202407010103,三連単,1→2→7,400380,522
202407010104,単勝,7,170,1
202407010104,複勝,7,110,1
202407010104,複勝,9,150,3
202407010104,複勝,1,120,2
202407010104,枠連,6-7,420,2
202407010104,馬連,7-9,590,2
202407010104,ワイド,7-9,220,2
202407010104,ワイド,1-7,130,1
202407010104,ワイド,1-9,430,6
202407010104,馬単,7→9,790,3
202407010104,三連複,1-7-9,500,1
202407010104,三連単,7→9→1,2440,4
202407010105,単勝,3,460,2
202407010105,複勝,3,180,2
202407010105,複勝,2,260,4
202407010105,複勝,14,480,6
202407010105,枠連,2-2,1990,8
202407010105,馬連,2-3,1440,5
202407010105,ワイド,2-3,530,5
202407010105,ワイド,3-14,2060,22
202407010105,ワイド,2-14,2330,25
202407010105,馬単,3→2,2950,10
202407010105,三連複,2-3-14,11400,37
202407010105,三連単,3→2→14,49770,165
202407010106,単勝,3,1710,6
202407010106,複勝,3,290,6
202407010106,複勝,12,160,3
202407010106,複勝,2,120,1
202407010106,枠連,3-7,3510,14
202407010106,馬連,3-12,4970,15
202407010106,ワイド,3-12,1340,16
202407010106,ワイド,2-3,550,5
202407010106,ワイド,2-12,300,2
202407010106,馬単,3→12,11200,34
202407010106,三連複,2-3-12,3100,7
202407010106,三連単,3→12→2,35040,109
202407010107,単勝,6,2600,5
202407010107,複勝,6,300,5
202407010107,複勝,4,110,1
202407010107,複勝,9,190,4
202407010107,枠連,4-6,1630,6
202407010107,馬連,4-6,1400,6
202407010107,ワイド,4-6,590,6
202407010107,ワイド,6-9,1700,18
202407010107,ワイド,4-9,360,4
202407010107,馬単,6→4,5040,14
202407010107,三連複,4-6-9,2900,10
202407010107,三連単,6→4→9,32940,82
202407010108,単勝,7,650,3
202407010108,複勝,7,180,3
202407010108,複勝,8,570,7
202407010108,馬連,7-8,12400,18
202407010108,ワイド,7-8,2070,18
202407010108,ワイド,4-7,230,2
202407010108,ワイド,4-8,690,10
202407010108,馬単,7→8,24190,35
202407010108,三連複,4-7-8,3400,9
202407010108,三連単,7→8→4,71290,124
202407010109,単勝,10,1630,7
202407010109,複勝,10,360,7
202407010109,複勝,4,230,2
202407010109,複勝,3,330,6
202407010109,枠連,2-5,2020,9
202407010109,馬連,4-10,3470,14
202407010109,ワイド,4-10,920,6
202407010109,ワイド,3-10,1760,23
202407010109,ワイド,3-4,1120,10
202407010109,馬単,10→4,8380,35
202407010109,三連複,3-4-10,9450,26
202407010109,三連単,10→4→3,76100,256
202407010110,単勝,9,320,1
202407010110,複勝,9,130,1
202407010110,複勝,8,150,2
202407010110,複勝,3,570,9
202407010110,枠連,7-8,220,1
202407010110,馬連,8-9,560,1
202407010110,ワイド,8-9,310,3
202407010110,ワイド,3-9,1280,17
202407010110,ワイド,3-8,2260,25
202407010110,馬単,9→8,1360,5
202407010110,三連複,3-8-9,6140,24
202407010110,三連単,9→8→3,19640,66
202407010111,単勝,5,1670,7
202407010111,複勝,5,460,7
202407010111,複勝,8,330,4
202407010111,複勝,1,250,3
202407010111,枠連,5-6,4640,20
202407010111,馬連,5-8,10600,32
202407010111,ワイド,5-8,2900,32
202407010111,ワイド,1-5,1220,13
202407010111,ワイド,1-8,800,9
202407010111,馬単,5→8,18820,59
202407010111,三連複,1-5-8,16920,56
202407010111,三連単,5→8→1,115020,344
202407010112,単勝,14,1560,8
202407010112,複勝,14,590,10
202407010112,複勝,3,470,8
202407010112,複勝,8,310,4
202407010112,枠連,2-7,7450,24
202407010112,馬連,3-14,16290,50
202407010112,ワイド,3-14,4570,48
202407010112,ワイド,8-14,2960,40
202407010112,ワイド,3-8,1910,28
202407010112,馬単,14→3,30660,102
202407010112,三連複,3-8-14,47640,153
202407010112,三連単,14→3→8,302730,950
202407010201,単勝,4,1050,6
202407010201,複勝,4,310,6
202407010201,複勝,5,210,4
202407010201,複勝,7,190,3
202407010201,枠連,4-4,4810,15
202407010201,馬連,4-5,5440,19
202407010201,ワイド,4-5,1390,15
202407010201,ワイド,4-7,680,9
202407010201,ワイド,5-7,590,7
202407010201,馬単,4→5,11660,39
202407010201,三連複,4-5-7,5890,19
202407010201,三連単,4→5→7,35000,121
202407010202,単勝,12,480,2
202407010202,複勝,12,160,2
202407010202,複勝,13,120,1
202407010202,複勝,2,190,5
202407010202,枠連,6-7,660,2
202407010202,馬連,12-13,660,1
202407010202,ワイド,12-13,310,2
202407010202,ワイド,2-12,380,4
202407010202,ワイド,2-13,470,6
202407010202,馬単,12→13,1360,4
202407010202,三連複,2-12-13,1120,2
202407010202,三連単,12→13→2,5920,8
202407010203,単勝,7,240,1
202407010203,複勝,7,150,1
202407010203,複勝,9,1230,10
202407010203,複勝,4,290,4
202407010203,枠連,4-5,3290,10
202407010203,馬連,7-9,7380,18
202407010203,ワイド,7-9,2700,25
202407010203,ワイド,4-7,540,4
202407010203,ワイド,4-9,4960,40
202407010203,馬単,7→9,10930,29
202407010203,三連複,4-7-9,16430,45
202407010203,三連単,7→9→4,91560,236
202407010204,単勝,10,680,4
202407010204,複勝,10,150,4
202407010204,複勝,3,130,3
202407010204,複勝,6,130,1
202407010204,枠連,3-8,1440,6
202407010204,馬連,3-10,1320,5
202407010204,ワイド,3-10,380,6
202407010204,ワイド,6-10,380,5
202407010204,ワイド,3-6,280,3
202407010204,馬単,10→3,3220,13
202407010204,三連複,3-6-10,1460,4
202407010204,三連単,10→3→6,10740,31
202407010205,単勝,2,930,3
