,race_type,course_len,ground_state,class,avg_frame,avg_horse,total_winners,frame_1_wins,frame_2_wins,frame_3_wins,frame_4_wins,frame_5_wins,frame_6_wins,frame_7_wins,frame_8_wins,horse_1_wins,horse_2_wins,horse_3_wins,horse_4_wins,horse_5_wins,horse_6_wins,horse_7_wins,horse_8_wins,horse_9_wins,horse_10_wins,horse_11_wins,horse_12_wins,horse_13_wins,horse_14_wins,horse_15_wins,horse_16_wins,horse_17_wins,horse_18_wins
0,芝,1200,全,all,4.69,6.84,165,17,26,22,19,24,16,25,16,12,24,13,13,16,10,14,14,12,9,7,7,1,7,1,5,0,0
1,芝,1200,良,all,4.68,6.88,126,15,18,16,14,21,13,19,10,10,18,8,11,10,8,12,11,9,9,6,6,1,5,0,2,0,0
2,芝,1200,稍重,all,5.06,7.7,25,1,5,5,3,2,1,4,4,1,4,4,0,4,1,2,2,3,0,0,1,0,1,1,1,0,0
3,芝,1200,重,all,4.5,6.31,14,1,3,1,2,1,2,2,2,1,2,1,2,2,1,0,1,0,0,1,0,0,1,0,2,0,0
4,芝,1200,不良,all,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,芝,1200,全,未勝利,3.93,5.98,25,5,5,3,2,3,1,6,0,5,3,2,3,2,0,1,1,2,2,1,1,0,2,0,0,0,0
6,芝,1200,良,未勝利,3.88,6.01,22,4,4,3,2,2,1,6,0,4,2,2,3,1,0,1,1,2,2,1,1,0,2,0,0,0,0
7,芝,1200,稍重,未勝利,3.5,3.5,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,芝,1200,重,未勝利,1.0,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,芝,1200,不良,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,芝,1200,全,新馬,4.36,4.83,23,1,4,5,2,4,3,4,0,1,4,5,2,3,2,3,1,1,0,1,0,0,0,0,0,0,0
11,芝,1200,良,新馬,4.21,4.62,16,1,3,2,2,4,2,2,0,1,3,2,2,3,1,2,1,0,0,1,0,0,0,0,0,0,0
12,芝,1200,稍重,新馬,4.38,4.62,5,0,1,2,0,0,0,2,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
13,芝,1200,重,新馬,4.5,4.5,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,芝,1200,不良,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,芝,1200,全,1勝クラス,5.24,7.2,31,2,7,4,2,1,1,7,7,2,5,3,2,2,1,3,3,0,3,2,0,1,2,0,2,0,0
16,芝,1200,良,1勝クラス,5.31,7.16,21,2,3,3,1,1,1,6,4,2,2,2,1,2,0,3,2,0,3,1,0,1,1,0,1,0,0
17,芝,1200,稍重,1勝クラス,5.62,7.62,5,0,1,1,1,0,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
18,芝,1200,重,1勝クラス,3.83,6.5,5,0,3,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
19,芝,1200,不良,1勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,芝,1200,全,2勝クラス,5.04,7.4,35,2,5,4,5,5,3,5,6,2,4,1,4,3,2,2,4,5,1,0,5,0,1,0,1,0,0
21,芝,1200,良,2勝クラス,5.21,7.86,30,2,4,4,4,4,2,4,6,2,3,1,4,1,2,2,3,5,1,0,4,0,1,0,1,0,0
22,芝,1200,稍重,2勝クラス,4.5,7.0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,芝,1200,重,2勝クラス,5.0,5.75,3,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
24,芝,1200,不良,2勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,芝,1200,全,3勝クラス,4.35,7.82,21,3,2,2,4,3,5,1,1,0,4,1,0,0,3,1,5,2,1,2,0,0,1,1,0,0,0
26,芝,1200,良,3勝クラス,3.62,6.42,16,3,2,2,3,2,4,0,0,0,4,1,0,0,3,1,4,0,1,2,0,0,0,0,0,0,0
27,芝,1200,稍重,3勝クラス,5.75,10.25,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0
28,芝,1200,重,3勝クラス,7.0,14.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29,芝,1200,不良,3勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,芝,1200,全,オープン,4.27,6.69,24,2,3,4,3,6,3,1,2,0,4,1,2,5,2,3,0,0,2,1,1,0,1,0,2,0,0
31,芝,1200,良,オープン,4.33,6.9,18,2,2,2,2,6,3,1,0,0,4,0,1,3,2,3,0,0,2,1,1,0,1,0,0,0,0
32,芝,1200,稍重,オープン,3.5,6.17,4,0,1,2,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
33,芝,1200,重,オープン,6.0,10.0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34,芝,1200,不良,オープン,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,芝,1400,全,all,4.36,6.66,248,24,29,47,33,29,33,33,20,17,23,20,29,27,18,19,16,21,15,13,6,5,7,3,3,3,3
36,芝,1400,良,all,4.44,6.97,208,19,23,39,27,26,30,28,16,14,18,14,25,24,15,14,14,19,13,11,6,5,5,3,2,3,3
37,芝,1400,稍重,all,3.81,5.38,30,3,5,6,6,2,1,3,4,2,3,5,3,3,2,4,2,2,1,1,0,0,1,0,1,0,0
38,芝,1400,重,all,4.07,5.93,10,2,1,2,0,1,2,2,0,1,2,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0
39,芝,1400,不良,all,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,芝,1400,全,未勝利,4.45,7.85,52,6,7,13,6,5,6,8,1,3,4,6,5,7,4,4,5,2,2,2,2,3,1,2,0,0,0
41,芝,1400,良,未勝利,4.39,7.82,42,5,6,10,5,4,5,7,0,3,3,4,5,5,4,1,4,2,2,2,2,3,0,2,0,0,0
42,芝,1400,稍重,未勝利,3.6,4.9,7,0,1,3,1,1,0,0,1,0,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0
43,芝,1400,重,未勝利,4.67,7.67,3,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
44,芝,1400,不良,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,芝,1400,全,新馬,4.08,6.49,35,4,4,10,2,5,5,3,2,2,5,4,2,5,2,2,2,1,5,2,0,0,1,0,1,0,1
46,芝,1400,良,新馬,4.13,6.58,31,4,3,9,2,3,5,3,2,2,4,3,2,5,2,2,2,1,3,2,0,0,1,0,1,0,1
47,芝,1400,稍重,新馬,3.5,6.0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
48,芝,1400,重,新馬,4.0,6.5,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49,芝,1400,不良,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,芝,1400,全,1勝クラス,4.5,6.55,48,6,5,5,8,3,7,5,9,5,5,3,4,3,3,6,3,5,1,3,1,0,1,0,2,1,2
51,芝,1400,良,1勝クラス,4.6,7.11,35,4,4,4,4,3,5,3,8,4,4,2,1,3,1,4,2,4,1,3,1,0,1,0,1,1,2
52,芝,1400,稍重,1勝クラス,3.73,5.46,11,2,1,0,4,0,1,2,1,1,1,1,2,0,1,2,1,1,0,0,0,0,0,0,1,0,0
53,芝,1400,重,1勝クラス,4.5,5.0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54,芝,1400,不良,1勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,芝,1400,全,2勝クラス,5.04,6.95,48,3,5,6,6,9,4,9,6,3,5,3,4,6,2,6,3,8,2,3,0,1,1,0,0,1,0
