index,着順,race_type,course_len,ground_state,class,peds_0,peds_1,peds_2,peds_3,peds_4,peds_5,peds_6,peds_7,peds_8,peds_9,peds_10,peds_11,peds_12,peds_13,peds_14,peds_15,peds_16,peds_17,peds_18,peds_19,peds_20,peds_21,peds_22,peds_23,peds_24,peds_25,peds_26,peds_27,peds_28,peds_29,peds_30,peds_31,peds_32,peds_33,peds_34,peds_35,peds_36,peds_37,peds_38,peds_39,peds_40,peds_41,peds_42,peds_43,peds_44,peds_45,peds_46,peds_47,peds_48,peds_49,peds_50,peds_51,peds_52,peds_53,peds_54,peds_55,peds_56,peds_57,peds_58,peds_59,peds_60,peds_61
202008010101,1,ダート,1200,稍重,未勝利,ノヴェリスト,プリームス,Monsun,Night Lagoon,フジキセキ,レジェンドトレイル,Konigsstuhl,Mosella,Lagunas,Nenuphar,サンデーサイレンス,ミルレーサー,フレンチデピュティ,ハッピートレイルズ,Dschingis Khan,Konigskronung,Surumu,Monasia,イルドブルボン,Liranga,Night Shift,Narola,Halo,Wishing Well,Le Fabuleux,Marston's Mill,Deputy Minister,Mitterand,ポツセ,ロイコン,Tamerlane,Donna Diana,Tiepoletto,Kronung,Literat,Surama,Authi,Monacensia,Nijinsky,Roseliere,Literat,Love In,Northern Dancer,Ciboulette,Nebos,Nubia,Hail to Reason,Cosmah,Understanding,Mountain Flower,Wild Risk,Anguar,In Reality,Millicent,Vice Regent,Mint Copy,Hold Your Peace,Laredo Lass,Forli,In Hot Pursuit,High Top,Madelon
202008010101,2,ダート,1200,稍重,未勝利,ヘニーヒューズ,アンケセナーメン,ヘネシー,Meadow Flyer,ブライアンズタイム,ミヤビトップレディ,Storm Cat,Island Kitty,Meadowlake,Shortley,Roberto,Kelley's Day,ダンスインザダーク,エプソムジョーオー,Storm Bird,Terlingua,Hawaii,T. C. Kitten,Hold Your Peace,Suspicious Native,Hagley,Short Winded,Hail to Reason,Bramalea,Graustark,Golden Trail,サンデーサイレンス,ダンシングキイ,ニホンピロウイナー,エプソムガール,Northern Dancer,South Ocean,Secretariat,Crimson Saint,Utrillo,Ethane,Tom Cat,Needlebug,Speak John,Blue Moon,Raise a Native,Be Suspicious,Olden Times,Teo Pepi,Harvest Singing,Wild Cloud,Turn-to,Nothirdchance,Nashua,Rarelea,Ribot,Flower Bowl,Hasty Road,Sunny Vale,Halo,Wishing Well,Nijinsky,Key Partner,スティールハート,ニホンピロエバート,アローエクスプレス,ゲシー
202008010101,3,ダート,1200,稍重,未勝利,キズナ,ムーランルージュ,ディープインパクト,キャットクイル,クロコルージュ,ジャビラバ,サンデーサイレンス,ウインドインハーヘア,Storm Cat,Pacific Princess,Rainbow Quest,Alligatrix,Majestic Light,コマーズ,Halo,Wishing Well,Alzao,Burghclere,Storm Bird,Terlingua,Damascus,Fiji,Blushing Groom,I Will Follow,Alleged,Shore,Majestic Prince,Irradiate,Danzig,ミドルマーチ,Hail to Reason,Cosmah,Understanding,Mountain Flower,Lyphard,Lady Rebecca,Busted,Highclere,Northern Dancer,South Ocean,Secretariat,Crimson Saint,Sword Dancer,Kerala,Acropolis,Rififi,Red God,Runaway Bride,Herbager,Where You Lead,Hoist the Flag,Princess Pout,Round Table,Delta,Raise a Native,Gay Hostess,Ribot,High Voltage,Northern Dancer,Pas de Nom,Buckpasser,Nice Princess
202008010101,4,ダート,1200,稍重,未勝利,パイロ,フサイチミライ,Pulpit,Wild Vision,エンドスウィープ,フサイチヨーコ,A.P. Indy,Preach,Wild Again,Carol's Wonder,フォーティナイナー,Broom Dance,アンバーシャダイ,ミルレーサー,Seattle Slew,Weekend Surprise,Mr. Prospector,Narrate,Icecapade,Bushel-n-Peck,Pass the Tab,Carols Christmas,Mr. Prospector,File,Dance Spell,Witching Hour,ノーザンテースト,クリアアンバー,Le Fabuleux,Marston's Mill,Bold Reasoning,My Charmer,Secretariat,Lassie Dear,Raise a Native,Gold Digger,Honest Pleasure,State,Nearctic,Shenanigans,Khaled,Dama,Al Hattab,Dantina,Whitesburg,Light Verse,Raise a Native,Gold Digger,Tom Rolfe,Continue,Northern Dancer,Obeah,Thinking Cap,Enchanted Eve,Northern Dancer,Lady Victoria,Ambiopoise,One Clear Call,Wild Risk,Anguar,In Reality,Millicent
202008010101,5,ダート,1200,稍重,未勝利,スピルバーグ,ジルニーナ,ディープインパクト,プリンセスオリビア,オジジアン,サクラメグミ,サンデーサイレンス,ウインドインハーヘア,Lycius,Dance Image,Damascus,Gonfalon,マルゼンスキー,スーパービック,Halo,Wishing Well,Alzao,Burghclere,Mr. Prospector,Lypatia,Sadler's Wells,Diamond Spring,Sword Dancer,Kerala,Francis S.,Grand Splendor,Nijinsky,シル,ボールドリック,ウオーホイツスル,Hail to Reason,Cosmah,Understanding,Mountain Flower,Lyphard,Lady Rebecca,Busted,Highclere,Raise a Native,Gold Digger,Lyphard,Hypatia,Northern Dancer,Fairy Bridge,Vaguely Noble,Dumfries,Sunglow,Highland Fling,My Babu,Blade of Time,Royal Charger,Blue Eyed Momo,Correlation,Cequillo,Northern Dancer,Flaming Page,Buckpasser,Quill,Round Table,Two Cities,Whistler,Bella Max
202008010101,6,ダート,1200,稍重,未勝利,Speightstown,Arania,Gone West,Silken Cat,Dynaformer,Aurora,Mr. Prospector,Secrettame,Storm Cat,Silken Doll,Roberto,Andover Way,Danzig,Althea,Raise a Native,Gold Digger,Secretariat,Tamerett,Storm Bird,Terlingua,Chieftain,Insilca,Hail to Reason,Bramalea,His Majesty,On the Trail,Northern Dancer,Pas de Nom,Alydar,Courtly Dee,Native Dancer,Raise You,Nashua,Sequence,Bold Ruler,Somethingroyal,Tim Tam,Mixed Marriage,Northern Dancer,South Ocean,Secretariat,Crimson Saint,Bold Ruler,Pocahontas,Buckpasser,Copper Canyon,Turn-to,Nothirdchance,Nashua,Rarelea,Ribot,Flower Bowl,Olympia,Golden Trail,Nearctic,Natalma,Admiral's Voyage,Petitioner,Raise a Native,Sweet Tooth,Never Bend,Tulle
202008010101,7,ダート,1200,稍重,未勝利,キンシャサノキセキ,モットヒカリヲ,フジキセキ,ケルトシャーン,アフリート,メロンパン,サンデーサイレンス,ミルレーサー,Pleasant Colony,Featherhill,Mr. Prospector,Polite Lady,Theatrical,Border Dawn,Halo,Wishing Well,Le Fabuleux,Marston's Mill,His Majesty,Sun Colony,Lyphard,Lady Berry,Raise a Native,Gold Digger,Venetian Jester,Friendly Ways,Nureyev,ツリーオブノレッジ,ピットカーン,My Fawn,Hail to Reason,Cosmah,Understanding,Mountain Flower,Wild Risk,Anguar,In Reality,Millicent,Ribot,Flower Bowl,Sunrise Flight,Colonia,Northern Dancer,Goofed,Violon d'Ingres,Moss Rose,Native Dancer,Raise You,Nashua,Sequence,Tom Fool,Venice,Green Ticket,Ways to Learn,Northern Dancer,Special,Sassafras,Sensibility,Petingo,Border Bounty,Hugh Lupus,Our Girl
202008010101,8,ダート,1200,稍重,未勝利,ロージズインメイ,ヘヴンリービーナス,Devil His Due,Tell a Secret,フジキセキ,ダイイチリカー,Devil's Bag,Plenty O'Toole,Speak John,Secret Retreat,サンデーサイレンス,ミルレーサー,リアルシャダイ,ダイナフェアリー,Halo,Ballade,Raise a Cup,Li'l Puss,Prince John,Nuit de Folies,Clandestine,Retirement,Halo,Wishing Well,Le Fabuleux,Marston's Mill,Roberto,Desert Vixen,ノーザンテースト,ファンシーダイナ,Hail to Reason,Cosmah,Herbager,Miss Swapsco,Raise a Native,Spring Sunshine,Noble Jay,Li'l Sis,Princequillo,Not Afraid,Tornado,Folle Nuit,Double Jay,Conniver,Royal Gem,Marie J.,Hail to Reason,Cosmah,Understanding,Mountain Flower,Wild Risk,Anguar,In Reality,Millicent,Hail to Reason,Bramalea,In Reality,Desert Trial,Northern Dancer,Lady Victoria,シーホーク,ファンシミン
202008010101,9,ダート,1200,稍重,未勝利,タートルボウル,マチカネハナサソウ,Dyhim Diamond,Clara Bow,スペシャルウィーク,マチカネハツシマダ,Night Shift,Happy Landing,Top Ville,Kamiya,サンデーサイレンス,キャンペンガール,Private Account,Yousefia,Northern Dancer,Ciboulette,Homing,Laughing Goddess,High Top,Sega Ville,Kalamoun,Shahinaaz,Halo,Wishing Well,マルゼンスキー,レディーシラオキ,Damascus,Numbered Account,Danzig,Foreign Courier,Nearctic,Natalma,Chop Chop,Windy Answer,Habitat,Heavenly Thought,Green God,Gay Baby,Derring-Do,Camenae,Charlottesville,La Sega,ゼダーン,Khairunissa,ヴェンチア,Cherry,Hail to Reason,Cosmah,Understanding,Mountain Flower,Nijinsky,シル,セントクレスピン,ミスアシヤガワ,Sword Dancer,Kerala,Buckpasser,Intriguing,Northern Dancer,Pas de Nom,Sir Ivor,Courtly Dee
202008010101,10,ダート,1200,稍重,未勝利,ロードカナロア,ペプチドルビー,キングカメハメハ,レディブラッサム,コロナドズクエスト,ロゼットブランシュ,Kingmambo,マンファス,Storm Cat,サラトガデュー,フォーティナイナー,Laughing Look,サンデーサイレンス,ロモーラ,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,Storm Bird,Terlingua,Cormorant,Super Luna,Mr. Prospector,File,Damascus,Laughter,Halo,Wishing Well,Nijinsky,Single Blade,Raise a Native,Gold Digger,Nureyev,Pasadoble,トライマイベスト,Mill Princess,Blakeney,The Dancer,Northern Dancer,South Ocean,Secretariat,Crimson Saint,His Majesty,Song Sparrow,In Reality,Alada,Raise a Native,Gold Digger,Tom Rolfe,Continue,Sword Dancer,Kerala,Bold Ruler,Shenanigans,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Flaming Page,Hatchet Man,Single Track
