,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id,通過,上り
202304010101,1,8,13,フォッサマグナ,セ7,62.0,伴啓太,0:3:05.8,,1.6,1.0,488,[東] 黒岩陽一,障害,2890,晴,良,2023年04月29日,オープン,2016110158,01149,1-1-1-1,12.9
202304010101,2,7,11,ショウナンアストラ,牡5,60.0,五十嵐雄,0:3:06.6,5,9.6,4.0,478,[東] 西田雄一,障害,2890,晴,良,2023年04月29日,オープン,2018105611,01069,2-2-2-2,12.9
202304010101,3,3,3,シャンボールナイト,セ8,60.0,石神深一,0:3:06.6,アタマ,24.1,8.0,470,[東] 武井亮,障害,2890,晴,良,2023年04月29日,オープン,2015109076,01059,3-3-3-3,12.9
202304010101,4,8,14,スマッシャー,牡5,60.0,平沢健治,0:3:07.0,2,6.6,2.0,496,[西] 吉岡辰弥,障害,2890,晴,良,2023年04月29日,オープン,2018106573,01067,4-4-4-4,12.9
202304010101,5,6,10,スーパーフェイバー,牡5,60.0,小野寺祐,0:3:07.5,3.1/2,21.1,6.0,506,[西] 西園翔太,障害,2890,晴,良,2023年04月29日,オープン,2018105506,01123,9-9-6-6,13.0
202304010101,6,1,1,ファルヴォーレ,牡5,60.0,難波剛健,0:3:07.6,クビ,8.8,3.0,470,[西] 高橋義忠,障害,2890,晴,良,2023年04月29日,オープン,2018102910,01066,6-7-7-6,13.0
202304010101,7,3,4,レザネフォール,牡6,58.0,小牧加矢,0:3:07.6,1/2,16.5,5.0,476,[西] 池江泰寿,障害,2890,晴,良,2023年04月29日,オープン,2017101829,01196,4-5-5-5,13.0
202304010101,8,5,7,ヤップヤップヤップ,牡7,60.0,江田勇亮,0:3:07.7,1/2,38.5,10.0,462,[東] 宗像義忠,障害,2890,晴,良,2023年04月29日,オープン,2016104238,01023,6-5-7-8,13.0
202304010101,9,6,9,セルリアンルネッタ,牡4,59.0,熊沢重文,0:3:08.7,6,141.0,12.0,460,[西] 高橋康之,障害,2890,晴,良,2023年04月29日,オープン,2019102028,00652,6-7-9-9,13.1
202304010101,10,4,6,フィードバック,セ7,60.0,森一馬,0:3:09.8,7,53.1,11.0,492,[東] 鈴木伸尋,障害,2890,晴,良,2023年04月29日,オープン,2016104963,01139,14-14-13-13,13.1
202304010101,11,7,12,テイエムクロムシャ,牡7,60.0,小坂忠士,0:3:09.9,1/2,22.6,7.0,484,[西] 鈴木孝志,障害,2890,晴,良,2023年04月29日,オープン,2016101938,01063,10-10-10-10,13.1
202304010101,12,5,8,タンジェントアーク,牡5,60.0,大江原圭,0:3:09.9,ハナ,196.0,13.0,448,[東] 田村康仁,障害,2890,晴,良,2023年04月29日,オープン,2018100752,01120,13-13-12-12,13.1
202304010101,13,2,2,ゲインスプレマシー,セ7,60.0,上野翔,0:3:11.0,7,31.5,9.0,480,[東] 高柳瑞樹,障害,2890,晴,良,2023年04月29日,オープン,2016104517,01087,10-10-10-11,13.2
202304010101,14,4,5,アームストロング,牡5,57.0,水沼元輝,0:3:13.0,大,229.8,14.0,504,[東] 南田美知,障害,2890,晴,良,2023年04月29日,オープン,2018100905,01201,10-12-13-14,13.4
