,race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
0,202504030207,2025/08/24,新潟,晴,07,3歳以上1勝クラス,1勝クラス,18,4,7,22.6,8.0,8,柴田大知,56.0,芝,1000,良,0:0:55.6,0.7,6,33.3,478,ラトルシェ
1,202504020412,2025/08/03,新潟,晴,12,3歳以上1勝クラス,1勝クラス,12,5,6,25.9,8.0,2,柴田大知,56.0,芝,1200,良,0:1:09.2,0.2,3-3,34.4,484,ビービーエフォート
2,202503020809,2025/07/20,福島,晴,09,南相馬特別,1勝クラス,11,7,8,172.9,11.0,4,柴田大知,56.0,芝,1200,良,0:1:11.3,0.5,4-5,35.1,480,スターウェーブ
3,202503020608,2025/07/13,福島,晴,08,3歳以上1勝クラス,1勝クラス,15,1,1,120.5,13.0,14,柴田大知,56.0,ダート,1150,良,0:1:10.8,1.9,10-11,37.3,488,フェデルミエール
4,202504010112,2025/05/03,新潟,晴,12,4歳以上1勝クラス,1勝クラス,16,3,5,125.3,14.0,15,柴田大知,56.0,芝,1000,良,0:0:57.0,2.4,8,34.0,478,ニシノトキメキ
5,202510011012,2025/02/23,小倉,曇,12,4歳以上1勝クラス,1勝クラス,18,3,5,110.4,14.0,16,大野拓弥,56.0,芝,1200,良,0:1:09.5,1.3,8-8,35.1,486,アスティスプマンテ
6,202403030306,2024/11/09,福島,晴,06,3歳以上1勝クラス,1勝クラス,16,5,9,109.2,15.0,14,土田真翔,53.0,芝,1200,良,0:1:11.2,1.4,2-2,37.0,474,ジオパーククラウン
7,202404040608,2024/10/20,新潟,晴,08,3歳以上1勝クラス,1勝クラス,18,7,14,13.8,8.0,7,石神深道,53.0,芝,1000,良,0:0:56.5,0.8,6,33.8,470,タガノスペルノヴァ
8,202404030409,2024/08/18,新潟,晴,09,閃光特別,1勝クラス,18,4,7,41.4,13.0,12,柴田大知,56.0,芝,1000,良,0:0:56.0,1.4,6,33.7,468,トレブランシュ
9,202404020111,2024/07/27,新潟,曇,11,3歳以上1勝クラス,1勝クラス,18,7,14,21.7,9.0,3,柴田大知,56.0,芝,1000,良,0:0:55.8,0.3,4,33.6,470,ニシノコニャック
10,202405030107,2024/06/01,東京,晴,07,3歳以上1勝クラス,1勝クラス,18,6,12,350.3,17.0,13,石神深道,53.0,芝,1400,良,0:1:21.3,1.0,17-17,33.8,466,サクセスカラー
11,202404010709,2024/05/18,新潟,晴,09,飛竜特別,1勝クラス,16,5,10,13.1,7.0,5,小沢大仁,56.0,芝,1000,良,0:0:57.0,0.5,6,34.2,466,オリアメンディ
12,202408010412,2024/01/13,京都,晴,12,4歳以上1勝クラス,1勝クラス,18,3,6,220.5,15.0,13,国分優作,55.0,芝,1600,良,0:1:36.4,1.3,2-2,36.3,474,スズカダブル
13,202308030512,2023/11/18,京都,晴,12,,1勝クラス,14,6,10,141.9,11.0,9,河原田菜,51.0,芝,1600,稍重,0:1:35.7,1.3,11-12,34.5,464,テンノメッセージ
14,202308030206,2023/11/05,京都,晴,06,,1勝クラス,15,7,12,34.0,9.0,9,河原田菜,51.0,ダート,1400,良,0:1:25.8,1.1,2-3,38.9,470,シンゼンイズモ
15,202302020508,2023/07/15,函館,雨,08,,1勝クラス,14,1,1,6.4,3.0,9,小沢大仁,52.0,芝,1200,重,0:1:12.1,0.9,1-1,36.9,460,ラウラーナ
16,202302010612,2023/06/25,函館,晴,12,,1勝クラス,13,5,7,11.4,6.0,5,小沢大仁,52.0,芝,1200,良,0:1:09.7,0.7,2-2,35.8,454,シロン
17,202302010412,2023/06/18,函館,晴,12,,1勝クラス,15,1,1,13.0,7.0,6,小沢大仁,52.0,芝,1200,良,0:1:10.1,0.4,1-1,35.6,460,エイシンフェンサー
18,202309011011,2023/03/12,阪神,晴,11,,オープン,18,8,16,467.8,18.0,13,国分優作,54.0,芝,1400,良,0:1:21.5,0.8,12-11,35.4,448,シングザットソング
19,202309010505,2023/02/25,阪神,晴,05,,1勝クラス,16,6,12,56.4,12.0,13,角田大河,52.0,ダート,1200,稍重,0:1:13.9,2.4,12-11,37.7,458,ミルトハンター
20,202309010208,2023/02/12,阪神,晴,08,,1勝クラス,7,5,5,61.7,7.0,6,角田大河,54.0,芝,1600,良,0:1:35.3,0.6,2-2,34.7,460,モズメイメイ
21,202209060406,2022/12/11,阪神,晴,06,,1勝クラス,8,1,1,34.5,7.0,5,菱田裕二,54.0,ダート,1200,良,0:1:14.1,1.3,6-7,38.4,454,パラシュラーマ
22,202209050809,2022/11/27,阪神,晴,09,,1勝クラス,11,5,5,147.3,11.0,7,角田大河,54.0,芝,1600,良,0:1:35.0,0.8,8-8,34.3,454,ムーンプローブ
23,202201020409,2022/08/21,札幌,晴,09,,オープン,11,5,5,9.7,5.0,7,武豊,54.0,芝,1500,良,0:1:32.4,0.8,2-2-2,37.3,450,ジョリダム
24,202202011201,2022/07/17,函館,小雨,01,,未勝利,8,7,7,6.5,3.0,1,武豊,54.0,芝,1200,稍重,0:1:11.7,-0.2,2-2,36.9,444,(ゴコウサス)
25,202202010705,2022/07/02,函館,曇,05,,新馬,8,3,3,10.2,5.0,3,武豊,54.0,芝,1200,稍重,0:1:11.7,0.6,5-5,35.8,448,ブトンドール
